Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Эмирджан Гюрлюк;Оренбург;220;22;АП П;-;1.00;-;-;-;1.00;1.00;-;-;-;-;-;-;-;-;-;3.00;100 %;-;-;-;-;1.00;100 %;-;-;-;-;-;-;-;-;3.00;2.00;-;-;-;2.00;8.00;25 %;2.00;0 %;6.00;33 %;-;-;6.00;33 %;3.00;67 %;-;-;-;1.00;1;-;-;1.00;14.00;8.00;57 %;-;-;-;-;0.04;-;-;-;0.09;0.16;-0.07;-;-;3.00;-;-;1.00;-;-;-;-;2.00;-;2.00;-;2.00;2.00;-
Александр Долгов;Факел Воронеж;172;21;Ф ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;0.02;2.00;50 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;4.00;25 %;2.00;50 %;2.00;0 %;2.00;50 %;-;-;-;-;1.00;0 %;-;1.00;1;-;-;1.00;9.00;4.00;44 %;0 %;-;1.00;-;0.05;0.02;-;0.00;0.07;0.21;-0.14;-;-;1.00;-;-;-;-;-;-;-;1.00;1.00;-;1.00;-;-;-
Ильзат Ахметов;ФК Краснодар;206;20;АП П;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;14.00;86 %;-;-;1.00;100 %;2.00;100 %;-;-;-;-;2.00;0 %;-;-;-;-;-;2.00;1.00;1.00;4.00;100 %;1.00;100 %;3.00;100 %;-;-;2.00;100 %;1.00;100 %;-;-;-;3.00;1;-;-;1.00;22.00;20.00;91 %;-;-;-;-;-;-;-;-;0.46;0.07;0.39;-;-;12.00;-;1.00;2.00;-;-;-;-;4.00;1.00;3.00;-;2.00;1.00;-
Мойзес;ЦСКА Москва;181;20;З ЛЦ;-;-;-;-;-;-;2.00;1.00;1.00;1.00;-;-;-;-;-;-;10.00;80 %;-;-;1.00;0 %;2.00;100 %;1.00;100 %;-;-;1.00;100 %;-;-;1.00;-;-;1.00;1.00;-;7.00;57 %;3.00;33 %;4.00;75 %;-;-;4.00;75 %;2.00;50 %;3.00;33 %;2.00;-;1;1.00;1.00;-;19.00;14.00;74 %;-;-;-;-;-;-;-;-;0.04;1.37;-1.33;-;-;8.00;-;-;2.00;1.00;-;1.00;-;4.00;1.00;3.00;-;3.00;1.00;1.00
Ленини Пина;ФК Краснодар;198;20;ЗП Ц;-;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;11.00;100 %;-;-;-;-;3.00;100 %;-;-;-;-;3.00;100 %;-;-;-;-;-;1.00;1.00;1.00;4.00;50 %;1.00;100 %;3.00;33 %;1.00;100 %;2.00;50 %;-;-;-;-;-;2.00;1;-;-;1.00;18.00;16.00;89 %;-;-;-;-;-;-;-;-;0.46;0.07;0.39;-;-;11.00;-;-;3.00;-;-;3.00;-;2.00;1.00;1.00;1.00;1.00;-;-
Матео Марьянов Стаматов;Пари Нижний Новгород;213;20;ЗП Л;-;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;7.00;57 %;-;-;-;-;1.00;0 %;-;-;-;-;1.00;0 %;-;-;4.00;2.00;1.00;-;-;1.00;5.00;40 %;1.00;100 %;4.00;25 %;-;-;2.00;50 %;-;-;1.00;100 %;2.00;3.00;1;-;-;1.00;19.00;12.00;63 %;-;-;-;-;-;-;-;-;0.54;-;0.54;-;-;4.00;-;-;-;-;-;-;-;2.00;1.00;1.00;-;1.00;-;1.00
Тимур Сулейманов;Локомотив Москва;195;19;АП Л;-;-;1.00;-;0 %;-;1.00;-;-;-;-;-;-;-;-;-;9.00;56 %;-;-;-;-;1.00;0 %;-;-;-;-;-;-;-;-;2.00;-;-;-;-;-;6.00;50 %;1.00;0 %;5.00;60 %;4.00;75 %;-;-;-;-;1.00;0 %;-;2.00;1;-;-;1.00;17.00;10.00;59 %;-;-;-;-;-;-;-;-;0.16;0.09;0.07;-;-;5.00;-;-;-;-;-;-;-;3.00;-;3.00;3.00;-;-;-
Марат Апшацев;Рубин Казань;194;17;ЗП ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;1.00;0.02;9.00;89 %;-;-;-;-;3.00;100 %;1.00;100 %;-;-;-;-;-;-;2.00;-;-;1.00;1.00;-;3.00;0 %;-;-;3.00;0 %;1.00;0 %;2.00;0 %;1.00;0 %;-;-;-;4.00;1;-;-;1.00;17.00;13.00;76 %;100 %;-;-;-;0.17;0.02;-;0.00;0.34;0.04;0.30;-;-;8.00;-;-;3.00;1.00;-;-;-;-;-;-;-;-;-;-
Никола Чумич;Рубин Казань;223;17;АП ПЦ;-;-;-;-;-;-;1.00;-;-;-;-;-;-;1.00;1.00;0.11;5.00;80 %;-;-;-;-;1.00;0 %;-;-;-;-;1.00;0 %;-;-;3.00;1.00;-;-;-;-;4.00;25 %;-;-;4.00;25 %;-;-;2.00;50 %;1.00;100 %;-;-;-;1.00;1;-;-;1.00;11.00;7.00;64 %;100 %;-;-;-;0.14;0.11;-;0.00;0.34;0.04;0.30;-;-;4.00;-;-;-;-;-;-;-;1.00;-;1.00;-;1.00;1.00;-
Владимир Хубулов;Крылья Советов;214;17;АП ЛЦ;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;1.00;-;0.03;7.00;43 %;-;-;-;-;2.00;0 %;-;-;-;-;1.00;0 %;-;-;6.00;1.00;-;-;-;-;7.00;43 %;3.00;67 %;4.00;25 %;-;-;1.00;100 %;1.00;100 %;2.00;100 %;-;-;1;-;1.00;1.00;15.00;6.00;40 %;0 %;1.00;-;-;0.23;0.03;-;0.00;0.55;0.55;0.00;-;-;3.00;-;-;-;-;-;-;-;3.00;2.00;1.00;-;1.00;1.00;2.00
Максим Витюгов;Крылья Советов;189;17;ЗП ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11.00;64 %;-;-;-;-;2.00;0 %;-;-;-;-;2.00;0 %;1.00;0 %;2.00;-;-;-;-;-;3.00;67 %;1.00;100 %;2.00;50 %;1.00;0 %;-;-;-;-;-;-;2.00;1.00;1;-;-;1.00;17.00;12.00;71 %;-;-;-;-;-;-;-;-;0.55;0.04;0.51;-;-;7.00;-;-;-;-;-;-;-;2.00;1.00;1.00;-;-;-;-
Хорхе Карраскаль;Динамо Москва;210;16;АП Л;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;-;15.00;87 %;1.00;100 %;-;-;4.00;100 %;-;-;-;-;1.00;100 %;2.00;100 %;2.00;-;-;-;-;-;1.00;100 %;-;-;1.00;100 %;1.00;100 %;-;-;-;-;-;-;-;-;1;-;-;1.00;16.00;14.00;88 %;-;-;-;-;-;-;-;-;-;0.54;-0.54;-;-;13.00;1.00;-;4.00;-;-;1.00;2.00;1.00;-;1.00;1.00;-;-;-
Вячеслав Грулёв;Динамо Москва;172;16;Ф Ц;-;-;1.00;-;0 %;-;-;-;-;-;-;-;-;-;-;-;3.00;0 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.00;-;1.00;-;-;1.00;9.00;11 %;2.00;50 %;7.00;0 %;4.00;0 %;2.00;0 %;1.00;0 %;-;-;-;-;1;-;-;1.00;14.00;2.00;14 %;-;-;-;-;-;-;-;-;-;0.54;-0.54;-;-;-;-;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-
Тигран Аванесян;Балтика;194;15;П ЛЦ;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;8.00;50 %;-;-;-;-;3.00;0 %;1.00;0 %;-;-;2.00;0 %;-;-;3.00;-;1.00;-;-;-;3.00;33 %;1.00;100 %;2.00;0 %;2.00;50 %;-;-;-;-;-;-;-;2.00;1;-;-;1.00;14.00;7.00;50 %;-;-;-;-;-;-;-;-;0.49;0.02;0.47;-;-;4.00;-;-;-;-;-;-;-;1.00;1.00;-;1.00;-;-;-
Николоз Кутателадзе;Пари Нижний Новгород;225;15;Ф ЛЦ;1.00;-;1.00;1.00;100 %;-;-;-;-;-;-;-;-;1.00;1.00;0.51;3.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;3.00;67 %;2.00;50 %;1.00;100 %;-;-;-;-;-;-;2.00;50 %;-;-;1;-;-;1.00;8.00;7.00;88 %;100 %;-;-;-;-;0.51;0.51;1.96;0.54;-;0.54;-;-;3.00;-;-;-;-;-;-;-;2.00;1.00;1.00;-;-;-;1.00
Хуан Мануэль Бозелли Граф;Пари Нижний Новгород;213;15;П ПЦ;-;1.00;-;-;-;1.00;1.00;1.00;-;-;-;-;-;1.00;-;0.07;2.00;100 %;1.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;1.00;4.00;25 %;1.00;0 %;3.00;33 %;1.00;100 %;1.00;0 %;-;-;1.00;0 %;1.00;2.00;1;-;-;1.00;11.00;7.00;64 %;0 %;1.00;-;-;0.51;0.07;-;0.00;0.54;-;0.54;-;-;2.00;1.00;-;-;-;-;-;-;1.00;-;1.00;1.00;-;-;-
Алексей Ионов;Ростов;-;12;АП П;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;100 %;1.00;100 %;-;-;1.00;100 %;-;-;-;-;-;-;-;1.00;1;-;-;1.00;4.00;4.00;100 %;-;-;-;-;0.02;-;-;-;0.02;0.49;-0.47;-;-;2.00;-;-;-;-;-;-;-;1.00;1.00;-;1.00;-;-;-
Данила Прохин;Ростов;-;12;П ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;100 %;-;-;-;-;-;-;1.00;100 %;-;-;1.00;100 %;-;-;-;-;-;-;-;-;3.00;33 %;2.00;50 %;1.00;0 %;2.00;50 %;-;-;-;-;1.00;0 %;-;-;1;-;-;1.00;4.00;2.00;50 %;-;-;-;-;-;-;-;-;0.02;0.49;-0.47;0.07;0.07;1.00;-;-;-;1.00;-;1.00;-;1.00;1.00;-;1.00;-;-;-
Олег Рябчук;Спартак Москва;226;12;ЗЛ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8.00;88 %;-;-;-;-;3.00;67 %;-;-;-;-;-;-;-;-;1.00;-;-;2.00;1.00;2.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2.00;-;1;-;-;1.00;12.00;11.00;92 %;-;-;-;-;0.36;-;-;-;0.40;-;0.40;-;-;7.00;-;-;2.00;-;-;-;-;-;-;-;-;-;-;-
Нене Би Хуниор Нене Хуниор Жбамбле;ФК Ахмат;-;11;П П;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;0 %;1.00;0 %;-;-;-;-;-;-;-;-;-;-;1.00;-;1;-;-;1.00;3.00;2.00;67 %;-;-;-;-;-;-;-;-;-;0.24;-0.24;-;-;1.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Владимир Полуяхтов;Оренбург;-;11;П ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;-;1.00;100 %;-;-;1.00;100 %;1.00;100 %;-;-;-;-;-;-;1.00;-;1;-;-;1.00;3.00;3.00;100 %;-;-;-;-;-;-;-;-;0.05;-;0.05;-;-;1.00;-;-;-;-;-;-;-;1.00;-;1.00;1.00;-;-;-
Антон Швец;ФК Ахмат;-;11;Ф ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.00;60 %;5.00;60 %;-;-;-;-;-;-;-;-;2.00;50 %;-;-;1;-;-;1.00;6.00;4.00;67 %;-;-;-;-;-;-;-;-;-;0.24;-0.24;-;-;-;-;-;-;-;-;-;-;3.00;3.00;-;-;-;-;1.00
Егор Ушаков;Крылья Советов;-;8;П Л;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3.00;67 %;-;-;-;-;1.00;100 %;-;-;-;-;1.00;100 %;1.00;0 %;1.00;-;-;-;-;1.00;4.00;50 %;1.00;0 %;3.00;67 %;-;-;3.00;67 %;2.00;50 %;-;-;-;-;1;-;-;1.00;8.00;5.00;63 %;-;-;-;-;-;-;-;-;-;0.02;-0.02;-;-;2.00;-;-;1.00;-;-;1.00;-;2.00;-;2.00;-;2.00;1.00;-
Данил Круговой;Зенит;-;6;З ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4.00;100 %;-;-;-;-;1.00;100 %;-;-;-;-;1.00;100 %;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;1;-;-;1.00;5.00;5.00;100 %;-;-;-;-;-;-;-;-;0.04;0.02;0.02;-;-;4.00;-;-;1.00;-;-;1.00;-;-;-;-;-;-;-;-
Фаниль Сунгатулин;Урал Екатеринбург;186;5;ЗП ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.00;50 %;-;-;-;-;2.00;50 %;1.00;0 %;1.00;0 %;2.00;50 %;1.00;0 %;1.00;1.00;-;1.00;-;-;1.00;100 %;1.00;100 %;-;-;1.00;100 %;-;-;-;-;-;-;2.00;1.00;1;-;-;1.00;10.00;7.00;70 %;-;-;-;-;-;-;-;-;0.13;0.05;0.08;0.05;0.05;3.00;-;-;1.00;-;-;1.00;-;1.00;1.00;-;1.00;-;-;-
Кирилл Глебов;ЦСКА Москва;-;3;П П;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;-;-;1.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;-;1.00;-;-;2.00;50 %;2.00;50 %;-;-;1.00;100 %;-;-;-;-;1.00;0 %;-;-;1;-;-;1.00;3.00;2.00;67 %;-;-;-;-;-;-;-;-;0.02;-;0.02;-;-;1.00;-;-;-;-;-;-;-;1.00;1.00;-;1.00;-;-;-
Табо Целе;Факел Воронеж;-;1;ЗП ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;100 %;-;-;-;-;1.00;100 %;-;-;-;-;1.00;100 %;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;1;-;-;1.00;2.00;2.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;-;1.00;-;-;1.00;-;-;-;-;-;-;-;-
