Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Лазар Ранджелович;Рубин Казань;-;90;АП ЛЦ;-;-;-;-;-;-;1.7;-;-;-;-;-;-;0.54;-;0.13;33.21;77 %;0.54;0 %;1.61;0 %;4.82;33 %;1.7;0 %;-;-;1.61;33 %;2.68;60 %;11.25;2.14;1.61;2.68;1.7;0.54;16.61;19 %;4.82;33 %;11.79;14 %;5.36;0 %;1.61;0 %;1.7;0 %;3.21;50 %;3.21;5.36;2;1.7;1.7;-;61.61;38.57;63 %;0 %;-;-;0.54;0.33;0.24;-;0.00;1.53;1.00;0.54;-;-;25.71;-;-;1.61;-;-;0.54;1.61;3.21;1.61;1.61;-;-;-;1.61
Николай Рассказов;Крылья Советов;222;90;АП П;0.27;0.41;0.41;0.27;67 %;0.95;0.27;0.41;-;0.54;-;-;-;0.68;0.27;0.15;36.52;74 %;0.81;67 %;1.22;44 %;5.84;74 %;0.27;100 %;-;-;1.90;71 %;2.85;62 %;5.97;2.44;0.68;3.12;0.54;2.31;10.72;51 %;4.21;71 %;6.52;38 %;2.17;25 %;2.31;47 %;0.68;40 %;2.4;73 %;3.94;5.43;9;0.81;0.27;0.41;60.27;44.52;74 %;40 %;0.14;0.27;-;0.41;0.22;0.54;1.85;1.27;1.4;0.23;0.00;0.02;27.15;0.54;0.54;4.34;0.27;-;1.36;1.76;5.43;2.99;2.44;0.54;1.9;0.27;1.49
Олег Рябчук;Спартак Москва;227;90;ЗЛ;-;-;0.23;-;0 %;0.23;0.45;2.48;0.23;0.90;-;-;0.23;0.23;-;0.04;40.60;84 %;-;-;1.80;13 %;5.41;75 %;0.23;100 %;-;-;1.35;67 %;2.48;36 %;4.29;1.13;0.45;3.38;1.13;1.80;13.31;51 %;8.12;50 %;5.19;52 %;4.29;53 %;1.58;43 %;0.90;25 %;2.3;44 %;3.61;4.29;5;0.90;0.23;0.23;64.51;50.75;79 %;0 %;0.23;-;-;0.10;0.16;-;0.00;0.92;1.38;-0.46;-;-;34.06;-;0.23;4.6;0.23;-;0.90;0.90;6.77;4.6;2.71;2.26;0.68;0.23;0.90
Камило Рейерс Де Оливера;ФК Ахмат;227;90;ЗП ЛЦ;0.23;-;0.46;0.23;50 %;-;0.69;0.23;-;0.23;-;-;-;1.39;0.69;0.19;31.00;84 %;0.23;0 %;0.69;33 %;6.2;73 %;0.69;67 %;-;-;3.24;50 %;1.39;33 %;3.70;1.16;0.46;3.47;0.93;1.16;13.65;59 %;9.72;57 %;3.93;65 %;2.54;73 %;1.62;43 %;0.23;0 %;4.86;62 %;4.86;6.2;6;0.93;0.23;0.46;58.53;46.97;80 %;50 %;0.23;0.46;-;0.07;0.14;0.83;1.20;1.59;1.21;0.38;-;-;26.14;-;0.23;4.40;0.46;-;1.62;0.46;8.10;5.55;2.54;1.85;0.69;-;3.1
Роберт Ренан Алвеш Барбоса;Зенит;220;90;З ЛЦ;-;-;-;-;-;-;0.26;0.26;0.52;0.52;-;-;-;0.26;-;0.01;76.62;91 %;-;-;0.79;67 %;19.15;78 %;6.3;61 %;0.52;50 %;5.77;64 %;1.84;71 %;2.36;1.5;0.52;5.77;1.31;2.36;11.55;61 %;8.13;55 %;3.41;77 %;3.67;50 %;0.79;100 %;0.26;100 %;2.10;50 %;2.89;5.25;4;1.5;0.26;-;99.71;87.90;88 %;0 %;0.26;-;-;0.04;0.02;-;0.00;0.88;0.73;0.15;-;-;70.06;-;0.52;14.96;3.67;0.26;3.67;1.31;7.8;4.46;2.62;1.84;0.79;0.26;1.5
Клаудиньо;Зенит;253;90;П ЛЦ;0.23;0.23;0.57;0.23;40 %;0.92;1.15;2.63;-;0.23;0.11;-;-;2.6;0.57;0.18;71.22;86 %;0.92;63 %;2.29;15 %;13.40;77 %;2.98;81 %;0.11;0 %;6.7;74 %;5.50;44 %;8.47;1.72;0.69;2.63;1.37;2.29;14.77;41 %;5.27;46 %;9.50;39 %;0.57;60 %;5.27;52 %;2.29;45 %;2.63;57 %;3.9;6.18;9;1.3;0.69;-;100.42;79.81;79 %;28 %;1.15;0.34;-;0.28;0.09;0.77;1.29;1.21;0.77;0.44;0.01;0.02;61.49;0.57;0.34;10.31;2.40;-;4.47;2.40;6.7;2.40;3.66;0.34;2.75;1.3;1.49
Илья Рожков;Рубин Казань;223;90;ЗП Л;-;0.18;-;-;-;0.35;1.23;0.70;0.18;0.35;-;-;-;0.70;0.18;0.04;38.77;81 %;0.35;100 %;1.93;64 %;8.7;61 %;1.58;67 %;-;-;3.86;68 %;2.46;57 %;6.14;1.93;0.88;4.91;1.58;2.98;18.25;50 %;11.58;48 %;6.67;53 %;2.28;62 %;3.86;55 %;1.40;38 %;6.14;54 %;4.39;5.96;7;1.5;0.70;0.18;71.93;54.04;75 %;25 %;0.53;-;-;0.13;0.05;-;0.00;1.37;1.4;0.33;-;-;31.40;0.35;1.23;4.91;1.5;-;2.63;1.40;9.12;5.61;3.51;1.40;2.11;0.53;3.33
Михаил Рядно;ЦСКА Москва;222;90;ЗП Л;0.28;0.28;0.57;0.28;50 %;0.57;0.28;2.27;0.28;0.28;-;-;-;0.57;0.57;0.02;51.39;77 %;0.28;100 %;2.84;10 %;12.49;61 %;1.14;25 %;-;-;6.25;68 %;4.26;47 %;7.10;1.14;0.28;3.41;1.14;1.99;14.76;62 %;9.65;56 %;5.11;72 %;4.54;56 %;2.27;100 %;0.85;100 %;3.97;50 %;4.83;7.10;5;0.28;-;1.14;81.48;63.88;78 %;100 %;-;-;-;0.09;0.04;0.07;14.29;1.25;0.87;0.38;-;-;39.75;0.28;0.28;7.67;0.28;-;4.26;1.99;9.9;5.39;3.69;2.56;2.27;0.85;1.99
Дмитрий Рыбчинский;Локомотив Москва;208;90;АП П;-;-;0.29;-;0 %;0.59;1.47;0.88;0.29;0.59;0.29;-;-;0.88;0.29;0.13;27.56;67 %;0.59;100 %;2.64;33 %;4.10;71 %;0.88;67 %;-;-;1.76;33 %;3.81;62 %;7.62;0.59;0.59;1.76;0.59;4.40;16.71;37 %;4.69;44 %;12.02;34 %;4.10;29 %;4.69;44 %;3.81;38 %;2.93;50 %;2.35;4.98;6;0.59;0.59;1.17;57.75;36.94;64 %;33 %;0.29;0.29;-;0.41;0.14;-;0.00;1.16;1.37;-0.21;-;-;18.47;0.59;0.88;2.93;0.59;-;0.59;2.35;6.16;2.5;4.10;1.17;2.5;1.47;1.47
Мацей Рыбус;Рубин Казань;-;90;ЗП Л;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39.13;70 %;-;-;3.91;0 %;3.91;0 %;3.91;0 %;3.91;0 %;-;-;-;-;11.74;-;-;7.83;-;7.83;7.83;50 %;3.91;100 %;3.91;0 %;-;-;-;-;-;-;-;-;7.83;3.91;1;-;-;3.91;66.52;50.87;76 %;-;-;-;-;-;-;-;-;0.23;2.3;-1.80;-;-;27.39;-;-;-;-;-;-;-;3.91;3.91;-;-;-;-;-
Никита Салтыков;Крылья Советов;232;90;П Л;0.56;0.14;0.99;0.56;57 %;0.14;0.56;1.69;0.14;0.28;0.14;-;0.56;1.69;0.99;0.27;22.71;80 %;0.99;14 %;0.71;0 %;3.67;69 %;0.56;25 %;-;-;1.97;57 %;2.12;47 %;8.89;1.41;0.99;2.12;0.99;3.10;16.36;36 %;5.22;35 %;11.14;37 %;2.40;35 %;4.51;47 %;1.83;54 %;2.82;50 %;0.99;4.9;8;0.99;0.71;0.14;50.36;33.71;67 %;58 %;0.42;0.28;-;0.11;0.16;0.47;2.13;1.30;0.88;0.41;-;-;18.20;0.14;-;2.54;0.14;-;1.13;0.99;5.92;1.83;4.9;0.85;2.12;0.99;1.41
Илья Самошников;Локомотив Москва;218;90;З П;-;0.28;0.28;-;0 %;0.83;2.22;0.28;0.55;0.83;-;-;-;0.28;-;0.01;39.88;76 %;0.28;100 %;1.38;40 %;8.31;63 %;3.5;73 %;0.28;100 %;9.14;67 %;6.37;57 %;3.5;0.55;-;4.43;1.11;1.66;13.57;51 %;9.14;48 %;4.43;56 %;2.22;63 %;3.5;55 %;2.49;67 %;4.71;59 %;6.37;6.65;7;0.83;0.28;1.11;69.51;53.17;76 %;0 %;0.28;-;-;0.04;0.03;-;0.00;1.4;1.69;-0.65;0.04;0.05;30.46;0.28;0.55;5.26;2.22;0.28;6.9;3.60;6.92;4.43;2.49;1.38;1.66;1.66;2.77
Жоао Педро Сантос Ламейра;Балтика;-;90;ЗП Ц;-;-;-;-;-;-;2.65;2.65;-;-;-;-;-;5.29;2.65;0.08;58.24;77 %;-;-;-;-;21.18;63 %;2.65;0 %;-;-;5.29;100 %;2.65;0 %;7.94;-;2.65;-;-;2.65;10.59;50 %;7.94;33 %;2.65;100 %;2.65;100 %;-;-;-;-;-;-;5.29;10.59;2;-;-;5.29;95.29;71.47;75 %;50 %;2.65;-;-;-;0.01;-;0.00;0.77;2.20;-1.43;-;-;45.00;-;-;13.24;-;-;5.29;-;5.29;2.65;2.65;2.65;-;-;-
Владислав Сарвели;Локомотив Москва;188;90;Ф Ц;-;-;0.48;-;0 %;-;0.97;0.97;-;0.48;-;-;-;0.48;-;0.04;21.29;80 %;-;-;0.48;0 %;3.39;71 %;-;-;-;-;1.45;33 %;0.97;50 %;6.77;0.97;1.45;2.42;0.97;2.90;16.45;29 %;6.29;38 %;10.16;24 %;2.90;0 %;3.39;57 %;1.45;33 %;3.87;63 %;1.94;1.94;5;0.48;-;1.94;46.45;28.55;61 %;0 %;0.48;-;-;0.00;0.09;-;0.00;0.78;1.90;-1.12;-;-;16.94;-;-;2.42;-;-;0.48;0.48;4.84;2.42;2.42;-;1.94;0.48;2.42
Саба Сазонов;Динамо Москва;196;90;З П;-;-;-;-;-;-;-;0.83;-;0.83;-;-;0.83;-;-;-;25.60;71 %;-;-;-;-;5.78;43 %;4.13;80 %;3.30;75 %;3.30;50 %;0.83;0 %;4.13;1.65;-;2.48;-;-;5.78;100 %;5.78;100 %;-;-;3.30;100 %;-;-;-;-;1.65;100 %;5.78;9.8;4;-;-;3.30;47.06;39.63;84 %;-;-;-;-;-;-;-;-;0.65;1.87;-1.22;0.07;0.09;18.17;-;-;2.48;3.30;2.48;1.65;-;5.78;5.78;-;3.30;-;-;1.65
Гилерме Счеттине;Урал Екатеринбург;190;90;Ф Ц;-;0.23;2.6;-;0 %;1.14;1.14;0.69;-;-;0.23;0.23;0.23;2.51;0.91;0.35;20.33;72 %;0.46;0 %;0.91;0 %;4.80;57 %;1.37;83 %;-;-;3.20;50 %;1.60;43 %;12.11;1.14;1.14;0.91;0.91;1.37;21.93;33 %;2.6;33 %;19.87;33 %;13.93;34 %;2.28;50 %;0.69;0 %;0.91;25 %;0.69;1.37;8;0.69;0.69;1.14;49.34;26.27;53 %;36 %;1.37;-;0.23;0.04;0.14;-;0.00;0.96;0.72;0.24;-;-;14.62;-;-;2.74;1.14;-;1.60;0.69;7.31;0.69;6.62;4.80;1.14;-;0.23
Давид Семенчук;Ростов;-;90;З ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37.89;75 %;-;-;-;-;23.68;60 %;4.74;100 %;-;-;18.95;75 %;-;-;9.47;-;-;18.95;-;9.47;28.42;83 %;23.68;80 %;4.74;100 %;9.47;100 %;-;-;-;-;4.74;0 %;4.74;14.21;2;-;-;9.47;94.74;80.53;85 %;-;-;-;-;-;-;-;-;2.8;0.76;1.33;-;-;28.42;-;-;14.21;4.74;-;14.21;-;23.68;18.95;4.74;9.47;-;-;-
Андрей Семёнов;ФК Ахмат;214;90;З ПЦ;-;-;-;-;-;0.26;1.43;0.26;0.13;0.65;0.39;0.13;-;-;-;-;42.73;88 %;0.52;50 %;-;-;10.52;74 %;3.12;67 %;0.26;50 %;6.36;78 %;0.91;43 %;2.34;1.30;-;6.49;0.52;1.17;11.95;61 %;10.39;57 %;1.56;83 %;4.81;68 %;0.13;100 %;-;-;2.34;44 %;6.75;6.23;7;0.91;-;-;69.35;59.74;86 %;-;-;-;-;0.00;-;-;-;1.46;1.18;0.29;0.07;0.14;37.79;0.26;-;7.79;2.8;0.13;4.94;0.39;7.27;5.97;1.30;3.25;0.13;-;1.4
Иван Сергеев;Зенит;208;90;Ф ПЦ;0.77;-;1.79;0.77;43 %;1.2;0.51;0.77;-;-;0.26;-;0.51;1.79;1.2;0.55;18.92;69 %;1.28;20 %;-;-;3.32;62 %;0.26;100 %;-;-;1.53;33 %;2.5;38 %;9.72;1.53;0.51;1.28;0.77;1.2;12.78;24 %;3.7;25 %;9.72;24 %;4.60;11 %;0.77;33 %;0.51;50 %;1.28;20 %;0.77;3.7;7;0.77;0.77;1.2;38.86;21.99;57 %;57 %;0.26;-;0.51;0.06;0.31;0.72;1.40;1.26;0.58;0.68;-;-;13.04;0.26;-;2.5;0.26;-;0.51;0.77;3.7;0.77;2.30;0.51;0.26;0.26;0.26
Эдгар Севикян;Пари Нижний Новгород;210;90;Ф ПЦ;0.40;-;1.19;0.40;33 %;0.79;1.32;1.72;-;-;0.26;-;0.13;1.85;1.19;0.26;19.16;76 %;0.53;25 %;1.6;13 %;2.91;59 %;0.53;75 %;-;-;1.32;50 %;1.45;27 %;9.78;1.85;1.32;0.79;0.53;2.64;25.37;29 %;6.74;20 %;18.63;32 %;7.27;9 %;7.14;57 %;3.96;60 %;2.38;33 %;1.32;4.10;9;1.19;1.6;-;56.17;31.45;56 %;64 %;0.40;0.13;0.13;0.10;0.14;0.64;1.55;1.15;0.86;0.29;-;-;14.54;0.13;0.13;1.72;0.40;-;0.66;0.40;7.27;1.32;5.95;0.66;4.10;2.38;0.79
Кирилл Щетинин;Ростов;198;90;ЗП ЛЦ;-;-;-;-;-;-;1.6;1.6;-;0.26;-;-;-;0.53;0.26;0.04;24.88;77 %;0.53;0 %;1.32;40 %;5.3;63 %;0.79;100 %;-;-;3.71;64 %;2.91;55 %;4.50;0.79;-;2.65;1.32;2.65;16.68;44 %;7.68;48 %;9.00;41 %;2.91;18 %;3.97;53 %;3.71;57 %;3.97;53 %;2.38;4.76;7;1.6;1.6;0.79;52.41;37.06;71 %;50 %;-;0.26;-;-;0.07;-;0.00;1.5;1.19;-0.13;0.03;0.11;19.06;-;0.53;3.18;0.79;-;2.38;1.59;7.41;3.71;3.71;0.53;2.12;2.12;2.12
Тимофей Шипунов;Сочи;-;90;АП ЛЦ;-;-;-;-;-;1.34;1.34;2.69;-;-;-;-;-;2.69;-;0.16;47.01;80 %;-;-;-;-;12.09;78 %;1.34;100 %;-;-;6.72;60 %;6.72;100 %;10.75;1.34;2.69;1.34;1.34;2.69;24.18;17 %;10.75;0 %;13.43;30 %;4.3;67 %;5.37;25 %;1.34;0 %;4.3;0 %;-;10.75;2;1.34;1.34;1.34;90.00;55.07;61 %;0 %;-;2.69;-;1.29;0.06;-;0.00;2.70;0.13;2.57;-;-;37.61;-;-;9.40;1.34;-;4.3;6.72;4.3;-;4.3;2.69;1.34;-;-
Владислав Шитов;Крылья Советов;210;90;Ф Ц;0.22;0.22;0.65;0.22;33 %;1.8;0.87;1.73;-;-;-;-;0.22;1.73;0.87;0.14;24.94;75 %;1.95;44 %;0.87;0 %;3.4;64 %;0.65;33 %;0.22;0 %;1.30;67 %;1.95;33 %;9.33;3.90;1.30;1.8;0.22;1.95;18.65;28 %;7.59;26 %;11.06;29 %;5.86;22 %;1.95;56 %;0.87;75 %;4.55;33 %;1.52;3.69;7;0.87;0.87;0.65;53.78;31.88;59 %;50 %;0.43;0.43;-;0.48;0.08;0.63;1.59;1.65;0.74;0.91;0.02;0.05;18.65;0.87;-;1.95;0.22;-;0.87;0.65;5.20;1.95;3.25;1.30;1.8;0.65;1.52
Максим Шнапцев;Пари Нижний Новгород;-;90;Ф Ц;-;-;-;-;-;-;6.75;2.25;-;-;-;-;-;-;-;-;13.50;83 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15.75;-;4.50;-;-;-;31.50;29 %;9.00;25 %;22.50;30 %;6.75;33 %;-;-;-;-;2.25;0 %;-;-;1;-;-;2.25;49.50;20.25;41 %;-;-;-;-;-;-;-;-;0.02;0.94;-0.92;-;-;11.25;-;-;-;-;-;-;-;9.00;2.25;6.75;2.25;-;-;-
Антон Швец;ФК Ахмат;-;90;З Ц;-;-;0.62;-;0 %;-;0.62;-;-;0.62;0.62;-;-;0.62;0.62;0.33;28.75;83 %;-;-;-;-;5.00;63 %;1.25;50 %;-;-;3.12;80 %;-;-;3.12;1.25;0.62;5.00;1.88;-;15.00;67 %;12.50;70 %;2.50;50 %;8.12;69 %;0.62;100 %;-;-;1.88;67 %;6.25;5.00;3;0.62;-;1.25;57.50;46.88;82 %;100 %;-;-;-;0.03;0.52;-;0.00;1.31;1.24;0.07;0.07;0.12;23.75;-;-;3.12;0.62;-;2.50;-;10.00;8.75;1.25;5.62;0.62;-;1.25
Максим Сидоров;Оренбург;222;90;ЗЛ;-;-;0.18;-;0 %;0.72;0.90;1.79;0.18;0.72;-;-;-;0.72;0.36;0.03;49.12;80 %;0.54;100 %;4.48;20 %;7.89;66 %;1.43;50 %;0.18;0 %;3.41;63 %;4.48;24 %;5.74;0.72;0.90;4.30;0.72;3.5;13.27;58 %;7.71;63 %;5.56;52 %;2.69;80 %;3.5;65 %;1.97;64 %;3.23;72 %;3.76;6.27;8;0.90;0.36;0.54;77.27;60.78;79 %;50 %;0.36;-;-;0.12;0.04;-;0.00;1.25;1.12;0.13;0.11;0.13;39.44;0.54;0.90;5.20;0.72;-;2.15;1.8;7.71;4.84;2.87;2.15;1.97;1.25;2.33
Александр Сильянов;Локомотив Москва;226;90;ЗЛ;-;-;-;-;-;-;1.21;0.80;-;-;-;-;-;0.40;-;0.12;38.17;75 %;1.21;0 %;0.80;0 %;6.83;65 %;2.41;33 %;0.40;0 %;6.83;65 %;2.41;17 %;6.43;2.41;0.40;5.22;1.61;2.1;10.04;68 %;8.4;65 %;2.1;80 %;1.61;75 %;1.21;100 %;0.80;100 %;4.2;60 %;5.22;5.62;4;0.80;0.40;0.80;62.68;49.02;78 %;0 %;-;0.40;-;-;0.30;-;0.00;1.15;1.5;0.09;-;-;28.53;-;-;4.42;0.80;-;4.42;0.40;6.83;5.22;1.61;1.21;1.21;0.80;2.41
Келвен Дуглас Силва Оливейра;ЦСКА Москва;240;90;ЗП П;0.32;0.32;0.65;0.32;50 %;0.97;0.65;0.65;-;0.32;-;-;-;0.97;0.32;0.10;33.35;75 %;1.29;75 %;4.21;31 %;5.50;76 %;1.62;60 %;0.32;0 %;1.62;80 %;5.83;50 %;6.47;1.62;-;2.27;0.32;0.97;13.60;45 %;6.47;60 %;7.12;32 %;2.91;33 %;1.94;17 %;0.32;0 %;2.91;78 %;5.83;5.50;3;0.97;0.32;-;61.19;44.68;73 %;33 %;0.65;-;-;0.45;0.11;0.32;3.12;1.66;1.76;-0.11;0.05;0.05;24.93;0.97;1.29;4.21;0.97;-;1.29;2.91;6.15;3.88;2.27;0.97;0.32;-;2.27
Мигель Силвейра Дос Сантос;Сочи;229;90;АП ЛЦ;0.21;0.43;0.43;0.21;50 %;1.29;1.29;2.14;-;0.43;-;-;0.21;1.93;0.86;0.19;31.71;71 %;1.7;40 %;0.43;0 %;5.14;71 %;1.93;78 %;0.21;100 %;1.93;56 %;5.14;50 %;8.57;0.64;1.71;1.7;0.21;2.57;18.00;52 %;6.21;48 %;11.79;55 %;1.93;22 %;5.79;70 %;3.64;65 %;3.64;65 %;1.71;3.43;9;0.86;0.86;1.7;61.29;40.71;66 %;44 %;0.86;0.21;-;0.32;0.10;0.89;1.12;0.82;1.18;-0.36;-;-;22.50;0.43;-;3.64;1.50;0.21;1.7;2.57;9.43;3.00;6.43;0.43;4.7;2.36;2.36
Михаил Сиваков;Оренбург;218;90;З ЛЦ;-;-;0.28;-;0 %;-;0.85;0.28;0.57;0.85;-;-;-;0.28;0.28;0.12;37.76;92 %;-;-;0.28;0 %;9.9;75 %;3.41;67 %;0.57;100 %;2.84;70 %;0.57;50 %;2.27;0.57;-;7.95;0.57;-;9.65;71 %;7.95;75 %;1.70;50 %;2.84;80 %;0.28;0 %;-;-;1.70;50 %;7.95;4.26;4;0.85;-;0.28;60.19;54.51;91 %;100 %;-;-;-;0.06;0.44;-;0.00;0.92;1.24;-0.32;0.19;0.09;34.92;-;-;6.81;2.27;0.57;1.99;0.28;6.81;5.96;0.85;2.27;-;-;0.85
Дмитрий Скопинцев;Динамо Москва;232;90;ЗЛ;0.11;-;0.44;0.11;25 %;0.33;0.44;0.55;0.11;0.44;-;-;-;1.33;0.66;0.11;39.69;81 %;0.55;20 %;2.21;10 %;5.20;64 %;0.77;29 %;0.22;0 %;3.10;64 %;2.76;40 %;5.97;1.33;0.44;4.64;0.55;3.87;12.94;47 %;6.52;54 %;6.41;40 %;1.55;29 %;5.9;43 %;2.99;44 %;2.65;58 %;4.20;6.74;9;0.88;-;0.11;70.21;54.73;78 %;50 %;0.22;0.44;-;0.03;0.09;1.3;0.97;1.29;1.38;-0.09;0.01;0.04;32.17;0.11;0.22;3.32;0.22;-;1.99;1.11;6.8;3.54;2.54;0.44;2.21;1.33;1.55
Фёдор Смолов;Динамо Москва;227;90;АП Ц;0.51;0.13;0.90;0.51;57 %;0.64;1.41;1.41;-;0.13;0.26;-;0.38;2.31;1.3;0.38;38.85;77 %;1.41;36 %;0.13;100 %;7.31;67 %;1.15;78 %;-;-;4.23;70 %;3.8;58 %;9.23;2.5;0.64;1.67;0.38;3.21;13.08;27 %;4.49;37 %;8.59;22 %;2.95;30 %;3.59;39 %;2.5;38 %;1.67;15 %;1.79;3.59;9;1.15;1.3;-;63.46;43.21;68 %;44 %;0.90;0.26;0.13;0.25;0.17;0.75;1.34;1.38;1.32;0.06;0.01;0.05;30.00;0.51;0.13;4.87;0.90;-;2.95;1.79;3.59;1.67;1.92;0.90;1.41;0.77;0.26
Александр Соболев;Спартак Москва;229;90;Ф Ц;0.24;0.36;0.95;0.24;25 %;0.95;1.55;2.38;-;0.24;0.36;-;0.24;2.50;1.7;0.30;20.74;69 %;1.31;36 %;0.36;0 %;3.22;56 %;0.48;75 %;0.12;100 %;1.79;47 %;1.43;58 %;10.97;1.7;1.67;0.95;0.12;0.83;22.77;42 %;4.17;37 %;18.60;43 %;10.61;46 %;2.38;40 %;1.67;43 %;0.72;50 %;1.55;2.62;8;0.95;0.24;-;52.69;29.92;57 %;43 %;0.72;0.60;0.12;0.21;0.12;1.24;0.80;1.35;1.28;0.07;0.01;0.10;14.30;0.48;-;1.79;0.36;0.12;0.83;0.83;9.54;1.55;7.99;4.89;0.95;0.72;0.36
Александр Солдатенков;Крылья Советов;218;90;З ЛЦ;-;0.11;-;-;-;0.11;0.57;0.80;0.11;0.80;0.11;0.11;-;0.11;0.11;0.00;36.92;89 %;0.23;50 %;-;-;7.45;66 %;3.78;61 %;0.92;63 %;3.67;50 %;0.23;50 %;1.38;0.34;0.11;6.19;0.69;0.23;9.17;65 %;7.91;67 %;1.26;55 %;3.10;67 %;0.23;0 %;-;-;1.95;65 %;5.62;4.36;8;0.92;-;-;57.21;49.64;87 %;100 %;-;-;-;-;0.03;-;0.00;1.41;1.5;0.36;0.15;0.13;32.68;0.11;-;4.93;2.29;0.57;1.83;0.11;5.96;5.27;0.69;2.6;-;-;1.26
Гильермо Томас Сото Арредондо;Балтика;-;90;ЗП П;-;-;-;-;-;1.91;1.91;-;-;-;-;-;-;-;-;-;44.04;70 %;1.91;100 %;5.74;33 %;13.40;43 %;1.91;0 %;1.91;0 %;9.57;60 %;5.74;33 %;9.57;1.91;-;7.66;3.83;1.91;7.66;50 %;1.91;100 %;5.74;33 %;-;-;3.83;50 %;-;-;1.91;100 %;7.66;5.74;1;1.91;1.91;-;67.02;49.79;74 %;-;-;-;-;-;-;-;-;0.40;2.39;-1.99;-;-;30.64;1.91;1.91;5.74;-;-;5.74;1.91;3.83;1.91;1.91;-;1.91;-;1.91
Эдуард Сперцян;ФК Краснодар;241;90;П ЛЦ;0.45;0.11;1.23;0.45;36 %;0.90;1.46;1.1;-;0.22;0.11;-;-;2.58;1.1;0.44;45.45;82 %;1.23;45 %;1.23;27 %;7.97;75 %;1.23;45 %;0.34;67 %;3.59;72 %;7.41;41 %;5.61;1.1;0.45;1.91;0.79;2.47;11.22;32 %;5.27;30 %;5.95;34 %;2.2;22 %;2.13;53 %;1.57;43 %;2.58;35 %;3.14;4.49;9;0.90;0.34;0.11;69.91;52.18;75 %;39 %;0.90;0.45;0.22;0.29;0.19;0.99;1.2;1.19;0.89;0.30;0.00;0.01;37.37;0.56;0.34;5.95;0.56;0.22;2.58;3.3;3.59;1.57;2.2;0.45;1.12;0.67;0.90
Дмитрий Стоцкий;Пари Нижний Новгород;199;90;ЗП Л;-;-;-;-;-;-;1.84;0.37;-;-;-;-;-;0.74;-;0.15;29.51;68 %;-;-;1.11;33 %;6.64;56 %;1.11;100 %;-;-;4.6;73 %;2.58;57 %;5.53;0.74;-;2.21;-;0.74;14.02;58 %;8.85;63 %;5.16;50 %;2.95;38 %;1.11;33 %;0.37;0 %;7.1;68 %;5.90;2.95;7;0.74;0.74;1.84;54.22;37.99;70 %;0 %;0.37;0.37;-;0.04;0.20;-;0.00;1.4;0.79;0.24;0.04;0.11;19.92;-;0.37;3.69;1.11;-;2.95;1.48;8.11;5.53;2.58;1.11;0.37;-;4.80
