Футболист;Команда;Индекс;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Альберт Шарипов;Пари Нижний Новгород;193.00;90.00;ЗП ПЦ;–;–;0.21;–;0 %;0.10;0.73;1.66;0.10;0.42;0.42;–;–;0.42;–;0.07;40.89;85 %;0.21;0 %;0.83;0 %;7.70;69 %;1.14;45 %;0.21;0 %;3.54;68 %;2.8;45 %;4.89;1.56;0.73;3.43;1.87;1.25;11.34;55 %;5.20;52 %;6.14;58 %;3.12;50 %;1.25;83 %;0.10;100 %;2.18;57 %;5.72;6.66;17.00;1.4;0.94;0.73;67.01;54.52;81 %;0 %;–;0.42;–;0.02;0.16;–;0.00;0.92;1.76;-0.84;0.03;0.03;34.65;–;–;5.31;0.52;–;2.39;0.94;6.24;2.71;3.54;1.56;1.4;0.10;1.25
Олег Шатов;Урал Екатеринбург;187.00;90.00;АП Ц;–;–;0.00;–;–;–;–;1.46;–;–;–;–;–;0.73;–;0.10;58.54;84 %;–;–;–;–;6.59;89 %;1.46;100 %;–;–;2.93;75 %;5.12;71 %;13.17;4.39;–;2.93;1.46;4.39;17.56;33 %;2.20;0 %;15.37;38 %;3.66;80 %;2.93;75 %;0.73;0 %;0.73;0 %;3.66;3.66;4.00;0.73;1.46;2.20;88.54;66.59;75 %;0 %;0.73;–;–;0.34;0.13;–;0.00;0.81;2.34;-1.53;–;–;49.02;–;–;5.85;1.46;–;2.20;3.66;5.85;0.00;5.85;2.93;2.20;–;0.00
Алихан Шаваев;Факел Воронеж;201.00;90.00;П ПЦ;–;–;0.47;–;0 %;0.47;0.93;1.40;–;–;0.47;–;–;–;–;–;46.63;85 %;0.47;100 %;1.40;33 %;11.19;79 %;1.87;50 %;–;–;4.66;70 %;3.73;63 %;7.46;0.93;2.80;5.13;1.40;0.47;22.85;61 %;12.12;73 %;10.73;48 %;1.40;33 %;5.13;64 %;2.33;40 %;6.99;73 %;6.99;7.93;9.00;–;–;4.20;87.67;69.02;79 %;–;–;–;–;0.07;–;–;–;0.76;1.32;-0.55;0.04;0.05;39.64;0.47;0.47;8.86;0.93;–;3.26;2.33;13.99;8.86;5.13;0.47;3.26;0.93;5.13
Георгий Щенников;ЦСКА Москва;216.00;90.00;З ЛЦ;–;–;0.00;–;–;–;0.90;0.45;–;0.45;–;–;–;0.45;–;0.01;23.28;81 %;–;–;–;–;4.93;82 %;0.90;0 %;–;–;3.13;71 %;–;–;1.34;0.45;–;4.93;0.45;–;11.19;64 %;9.85;64 %;1.34;67 %;2.24;40 %;–;–;–;–;3.58;50 %;4.3;4.3;3.00;0.90;0.45;0.45;42.99;34.03;79 %;0 %;0.45;–;–;0.15;0.02;–;0.00;1.97;0.65;1.32;0.19;0.11;18.81;–;–;4.3;–;–;2.24;–;7.16;6.27;0.90;0.90;–;–;1.79
Кирилл Щетинин;Ростов;216.00;90.00;П ПЦ;0.05;0.20;0.49;0.05;10 %;0.74;1.23;2.36;0.10;0.25;0.10;–;0.15;1.13;0.39;0.11;31.62;74 %;0.69;43 %;2.11;28 %;6.78;54 %;1.3;43 %;0.15;33 %;3.14;53 %;3.24;38 %;6.92;1.23;0.79;2.70;0.83;2.65;16.15;43 %;8.15;40 %;8.00;47 %;2.45;28 %;3.78;62 %;2.31;55 %;4.76;45 %;3.88;5.60;30.00;0.98;0.88;0.49;61.82;42.77;69 %;35 %;0.54;0.20;–;0.14;0.10;2.30;0.43;1.6;1.35;-0.29;0.02;0.04;23.27;0.29;0.59;3.63;0.44;0.05;1.67;1.23;6.97;3.24;3.73;0.69;2.36;1.28;2.16
Константин Шильцов;Пари Нижний Новгород;195.00;90.00;АП ПЦ;–;0.33;0.00;–;–;0.66;0.99;0.33;0.33;0.66;–;–;0.33;0.99;–;0.08;22.75;74 %;1.65;20 %;–;–;2.97;44 %;–;–;–;–;1.32;25 %;0.99;67 %;5.60;1.65;1.98;2.97;0.66;0.99;18.13;42 %;7.58;26 %;10.55;53 %;4.95;27 %;3.30;30 %;1.98;33 %;4.62;21 %;3.63;4.62;10.00;0.33;0.33;2.97;53.08;33.63;63 %;0 %;0.66;0.33;–;0.05;0.08;–;0.00;0.46;2.86;-2.40;0.05;0.05;16.81;0.33;–;1.32;–;–;0.33;0.66;7.58;1.98;5.60;1.32;0.99;0.66;0.99
Тимофей Шипунов;Сочи;205.00;90.00;АП ПЦ;0.43;–;0.64;0.43;67 %;0.85;0.64;2.34;–;–;0.21;–;0.21;0.64;0.43;0.12;34.26;84 %;1.6;80 %;0.43;100 %;3.62;76 %;0.21;100 %;–;–;2.55;67 %;2.77;54 %;5.53;1.6;0.85;2.13;0.64;2.34;16.17;32 %;7.66;25 %;8.51;38 %;3.40;13 %;4.4;42 %;2.13;60 %;3.40;19 %;1.91;4.4;15.00;0.64;0.85;2.55;60.21;42.77;71 %;67 %;0.21;–;–;0.16;0.18;0.28;3.64;1.25;1.26;0.00;0.02;0.08;28.94;0.85;0.43;2.77;0.21;–;1.70;1.49;5.11;1.91;3.19;0.43;1.70;1.28;0.64
Виталий Шитов;Спартак Москва;–;90.00;Ф ПЦ;–;–;0.00;–;–;–;12.86;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;12.86;0 %;12.86;0 %;0.00;–;–;–;–;–;–;–;12.86;0 %;0.00;–;1.00;–;–;12.86;12.86;–;0 %;–;–;–;–;–;–;–;–;1.3;–;1.3;–;–;–;–;–;–;–;–;–;–;–;0.00;0.00;–;–;–;0.00
Владислав Шитов;Крылья Советов;192.00;90.00;Ф ЛЦ;0.22;0.11;0.99;0.22;22 %;0.88;1.32;1.76;–;–;0.11;–;0.22;2.20;1.10;0.27;19.01;71 %;0.77;43 %;1.65;27 %;2.64;63 %;0.33;67 %;0.11;100 %;1.32;50 %;1.21;55 %;9.12;0.99;0.88;1.54;0.22;2.53;23.08;35 %;7.91;35 %;15.16;35 %;5.5;35 %;4.84;34 %;2.9;21 %;3.85;54 %;2.20;3.52;23.00;0.55;0.55;1.98;53.30;30.77;58 %;50 %;0.33;0.66;0.11;0.21;0.12;1.21;0.83;1.38;1.16;0.22;0.04;0.12;13.52;0.33;0.44;1.65;0.22;0.11;0.66;0.66;8.2;2.75;5.27;1.76;1.65;0.44;2.9
Евгений Шляков;Факел Воронеж;196.00;90.00;ЗП П;–;0.12;0.18;–;0 %;0.30;1.9;1.39;0.42;1.3;0.24;–;–;0.24;0.06;0.01;34.97;75 %;0.48;63 %;1.76;31 %;9.45;59 %;1.70;46 %;0.18;33 %;5.3;63 %;2.85;49 %;5.27;1.21;0.18;5.39;0.73;1.88;12.61;54 %;8.30;58 %;4.30;48 %;3.76;56 %;1.45;46 %;0.61;30 %;2.79;54 %;6.30;5.64;18.00;1.3;0.36;0.06;61.82;47.09;76 %;25 %;0.06;0.12;–;0.14;0.05;–;0.00;0.75;1.81;-1.06;0.13;0.17;26.36;0.30;0.55;5.58;0.79;0.06;3.15;1.39;6.85;4.79;2.6;2.12;0.67;0.18;1.52
Алексей Шумских;Торпедо Москва;–;90.00;З Ц;–;–;0.00;–;–;–;–;–;2.00;2.67;–;–;–;–;–;–;48.00;93 %;–;–;–;–;6.00;67 %;2.67;75 %;–;–;0.67;0 %;–;–;2.67;2.00;–;9.33;0.67;–;9.33;64 %;8.67;69 %;0.67;0 %;3.33;80 %;–;–;–;–;2.00;100 %;8.67;4.00;3.00;1.33;0.67;0.67;70.00;63.33;90 %;–;–;–;–;–;–;–;–;0.61;1.36;-0.75;0.53;0.26;44.67;–;–;4.00;2.00;–;–;–;6.00;6.00;0.00;2.67;–;–;2.00
Антон Швец;ФК Ахмат;222.00;90.00;ЗП ПЦ;0.08;0.08;0.19;0.08;40 %;0.15;1.55;0.49;0.34;0.87;0.42;–;0.04;0.87;0.15;0.06;42.25;83 %;0.38;30 %;0.27;57 %;10.26;65 %;2.57;57 %;0.45;42 %;6.13;63 %;0.87;57 %;3.82;0.83;0.45;8.63;1.40;1.44;15.07;62 %;11.02;62 %;4.5;64 %;6.6;62 %;1.2;67 %;0.34;78 %;3.82;64 %;8.22;7.53;27.00;0.91;0.15;0.11;75.84;61.98;82 %;17 %;0.45;0.27;–;0.05;0.07;0.79;1.26;1.44;1.33;0.10;0.10;0.08;35.25;0.11;0.15;6.70;1.48;0.19;3.86;0.49;9.39;6.82;2.57;3.75;0.68;0.27;2.46
Александр Сильянов;Ростов;229.00;90.00;З П;0.07;0.03;0.20;0.07;33 %;0.16;0.36;1.8;0.23;0.62;0.10;–;–;0.43;0.16;0.07;40.72;82 %;0.13;75 %;1.2;26 %;6.62;57 %;1.25;39 %;0.20;50 %;3.18;48 %;2.43;53 %;4.56;1.25;0.43;5.70;0.92;1.97;12.75;65 %;7.93;68 %;4.82;61 %;4.26;68 %;2.56;63 %;1.8;45 %;2.36;65 %;5.5;5.31;30.00;0.95;0.23;0.03;66.66;54.10;81 %;38 %;0.16;0.10;–;0.06;0.17;1.9;0.92;1.6;1.55;-0.50;0.07;0.14;33.28;0.10;0.26;3.77;0.49;0.10;1.54;1.28;8.33;5.41;2.92;2.92;1.61;0.49;1.54
Малком;Зенит;283.00;90.00;АП П;0.85;0.26;2.17;0.96;44 %;1.73;0.66;2.10;–;0.07;0.04;–;0.26;3.64;1.62;0.55;44.98;85 %;1.58;58 %;1.25;24 %;6.92;80 %;1.88;90 %;0.18;100 %;2.2;76 %;4.53;63 %;8.28;1.58;1.7;2.28;1.21;4.34;17.56;46 %;3.79;36 %;13.77;48 %;3.83;28 %;6.33;70 %;3.98;75 %;1.47;53 %;1.69;3.98;27.00;0.99;0.52;–;77.23;58.05;75 %;44 %;1.40;0.63;–;0.60;0.15;0.65;1.53;1.97;0.64;1.32;0.00;0.11;38.43;0.92;0.29;5.52;1.69;0.18;1.55;2.87;8.2;1.36;6.66;1.7;4.42;2.98;0.77
Мигель Силвейра Дос Сантос;Сочи;–;90.00;АП ЛЦ;–;–;1.14;–;0 %;–;1.14;1.14;–;–;–;–;–;1.14;–;0.07;25.06;73 %;–;–;–;–;2.28;100 %;–;–;–;–;2.28;100 %;–;–;12.53;4.56;1.14;1.14;–;1.14;22.78;30 %;4.56;50 %;18.23;25 %;5.70;20 %;3.42;0 %;2.28;0 %;2.28;50 %;3.42;4.56;2.00;–;–;2.28;59.24;34.18;58 %;0 %;–;1.14;–;–;0.06;–;0.00;0.71;1.52;-0.81;–;–;18.23;–;–;2.28;–;–;2.28;–;6.84;2.28;4.56;1.14;–;–;1.14
Артем Симонян;Торпедо Москва;–;90.00;АП Ц;–;–;0.00;–;–;1.10;–;–;–;–;–;–;–;2.20;1.10;0.04;29.63;74 %;1.10;0 %;–;–;5.49;40 %;–;–;–;–;3.29;67 %;2.20;50 %;7.68;2.20;1.10;–;–;6.59;19.76;44 %;6.59;50 %;13.17;42 %;–;–;5.49;20 %;2.20;0 %;5.49;60 %;0.00;3.29;2.00;1.10;1.10;1.10;62.56;41.71;67 %;50 %;–;1.10;–;0.18;0.02;–;0.00;1.26;1.69;-0.43;–;–;21.95;–;–;2.20;–;–;2.20;1.10;8.78;3.29;5.49;–;1.10;–;3.29
Мусса Сиссако;Сочи;199.00;90.00;З ПЦ;0.23;–;0.23;0.23;100 %;–;1.13;0.23;0.90;1.58;0.23;0.23;–;0.90;0.45;0.21;46.47;87 %;0.45;0 %;0.45;0 %;8.57;71 %;1.80;38 %;–;–;4.6;78 %;0.68;0 %;2.93;1.80;0.23;8.12;1.35;1.80;17.59;65 %;11.95;66 %;5.64;64 %;5.86;69 %;2.26;70 %;0.68;100 %;3.38;60 %;9.2;3.83;10.00;0.45;0.23;1.80;79.85;66.99;84 %;50 %;–;0.45;–;–;0.23;0.93;1.8;0.81;1.64;-0.83;0.17;0.11;40.38;–;–;6.9;0.68;–;3.16;–;11.50;7.89;3.61;4.6;1.58;0.68;2.3
Михаил Сиваков;Оренбург;199.00;90.00;З ЛЦ;–;–;0.13;–;0 %;0.09;1.6;0.26;0.49;1.24;0.35;0.04;0.04;0.35;–;0.04;43.81;86 %;0.35;25 %;0.49;36 %;10.01;71 %;3.13;52 %;0.66;60 %;5.87;57 %;1.15;46 %;3.4;0.49;0.40;6.62;1.24;1.28;11.56;62 %;8.82;63 %;2.74;60 %;4.19;61 %;0.71;69 %;0.04;0 %;2.3;54 %;6.22;5.47;24.00;0.93;0.04;0.13;69.09;58.01;84 %;0 %;0.26;0.04;0.04;0.03;0.11;–;0.00;1.86;1.46;0.39;0.10;0.10;37.85;0.09;0.18;7.10;1.63;0.40;3.35;0.53;7.19;5.56;1.63;2.56;0.49;–;1.10
Дмитрий Скопинцев;Динамо Москва;229.00;90.00;ЗЛ;0.04;0.12;0.36;0.04;11 %;0.60;0.92;0.68;0.28;0.80;0.24;–;–;1.4;0.24;0.08;47.46;84 %;0.44;55 %;2.76;35 %;8.59;74 %;1.16;38 %;0.28;29 %;3.79;79 %;3.00;45 %;5.75;1.32;0.60;4.27;0.80;3.79;13.90;58 %;7.27;61 %;6.63;55 %;2.48;48 %;4.43;59 %;2.48;55 %;2.84;72 %;4.43;5.59;29.00;0.92;0.20;0.24;76.82;61.92;81 %;23 %;0.32;0.40;0.08;0.14;0.08;2.7;0.48;1.24;1.24;0.00;0.07;0.14;39.75;0.24;0.96;6.35;0.44;0.08;3.00;1.36;8.11;4.43;3.68;1.20;2.60;1.36;2.4
Лев Скворцов;Химки;184.00;90.00;ЗП П;–;–;0.14;0.14;100 %;0.42;1.26;1.53;0.28;0.98;0.28;–;0.28;0.28;–;0.03;31.67;70 %;–;–;0.84;17 %;6.00;42 %;1.26;22 %;0.14;0 %;4.33;45 %;1.67;25 %;8.23;1.81;0.84;3.7;0.84;1.12;21.77;46 %;12.56;40 %;9.21;53 %;3.91;39 %;4.47;44 %;1.95;43 %;5.86;38 %;4.19;4.47;8.00;0.98;0.28;0.14;64.33;41.86;65 %;0 %;–;0.28;–;0.03;0.11;–;0.00;0.97;1.92;-0.94;0.08;0.11;22.19;–;0.14;2.51;0.28;–;1.95;0.42;9.91;5.2;4.88;1.53;1.95;0.84;2.23
Михаил Смирнов;Факел Воронеж;–;90.00;З Ц;–;–;0.00;–;–;–;2.76;–;0.92;0.92;–;–;–;–;–;–;33.98;89 %;–;–;–;–;1.84;50 %;–;–;–;–;0.92;0 %;–;–;1.84;1.84;0.92;6.43;0.92;–;11.02;33 %;10.10;36 %;0.92;0 %;5.51;67 %;–;–;–;–;1.84;0 %;9.18;5.51;1.00;0.92;–;–;60.61;48.67;80 %;–;–;–;–;–;–;–;–;0.30;0.61;-0.30;0.05;0.05;30.31;–;–;0.92;–;–;–;–;3.67;3.67;0.00;3.67;–;–;0.00
Игорь Смольников;Торпедо Москва;206.00;90.00;ЗП П;0.06;0.06;0.28;0.06;20 %;0.45;1.56;0.89;0.33;0.67;0.22;0.06;0.06;0.17;0.06;0.02;40.85;82 %;0.50;67 %;1.50;44 %;7.29;67 %;0.83;40 %;0.17;0 %;4.12;70 %;2.17;54 %;5.6;0.78;0.39;3.56;0.95;1.6;12.13;48 %;6.79;49 %;5.34;46 %;3.12;46 %;1.61;45 %;0.50;11 %;2.50;51 %;3.73;4.90;22.00;0.89;0.17;0.33;63.23;49.09;78 %;33 %;0.06;0.06;–;0.18;0.12;0.37;2.70;0.96;2.10;-1.14;0.10;0.13;33.56;0.33;0.67;4.90;0.33;–;2.89;1.17;5.79;3.34;2.45;1.45;0.72;0.06;1.28
Фёдор Смолов;Динамо Москва;218.00;90.00;Ф Ц;0.48;0.10;2.1;0.53;26 %;0.96;1.24;0.81;0.05;0.05;0.14;–;0.86;2.73;1.15;0.55;31.29;76 %;1.24;50 %;0.53;27 %;5.17;65 %;0.57;58 %;0.05;100 %;2.34;63 %;2.15;62 %;10.57;1.39;1.00;1.24;0.67;2.15;17.66;40 %;3.64;39 %;14.02;40 %;5.17;34 %;5.22;46 %;3.35;41 %;1.63;50 %;2.34;3.49;24.00;0.96;0.48;0.19;60.62;39.86;66 %;42 %;1.5;0.48;0.05;0.27;0.20;1.14;0.87;1.29;1.20;0.09;0.01;0.09;23.78;0.62;0.14;3.35;0.33;0.05;1.48;1.34;6.99;1.44;5.55;1.77;2.39;1.39;0.81
Александр Соболев;Спартак Москва;235.00;90.00;Ф ПЦ;0.53;0.33;2.10;0.58;27 %;1.48;1.73;1.77;0.12;0.25;0.37;0.04;0.16;2.96;1.7;0.59;26.64;71 %;1.56;53 %;0.41;20 %;4.85;58 %;1.19;69 %;0.16;75 %;2.59;57 %;1.32;47 %;12.54;2.59;1.15;1.3;0.41;1.7;27.63;43 %;4.7;33 %;23.56;45 %;10.20;55 %;3.91;47 %;1.97;46 %;1.36;42 %;2.6;2.67;26.00;0.95;0.37;0.12;64.14;37.70;59 %;36 %;1.36;0.49;0.04;0.30;0.20;1.11;0.90;1.95;1.12;0.83;0.03;0.15;18.99;0.82;0.08;2.84;0.82;0.12;1.48;0.62;11.92;1.36;10.57;5.59;1.85;0.90;0.58
Артём Соколов;Крылья Советов;209.00;90.00;АП ЛЦ;–;0.10;0.51;–;0 %;0.92;0.51;1.95;0.10;0.10;–;–;0.31;1.64;0.41;0.16;37.00;76 %;2.5;45 %;1.95;37 %;7.7;58 %;0.92;67 %;–;–;3.79;70 %;6.56;58 %;9.64;2.15;0.62;1.85;0.51;2.56;18.14;38 %;5.13;38 %;13.02;39 %;4.00;28 %;5.43;58 %;2.97;66 %;2.56;48 %;1.64;5.23;18.00;1.3;1.3;0.82;66.73;44.69;67 %;25 %;0.10;1.3;0.10;0.40;0.10;–;0.00;1.20;0.91;0.30;–;–;27.98;0.92;0.72;4.10;0.62;–;2.67;3.79;6.97;1.95;5.2;1.13;3.18;1.95;1.23
Александр Солдатенков;Крылья Советов;216.00;90.00;З ЛЦ;–;–;0.07;–;0 %;0.15;0.55;0.48;0.26;0.81;0.22;–;–;0.15;0.11;0.02;43.68;86 %;0.26;57 %;0.15;25 %;9.82;74 %;3.59;61 %;1.6;72 %;4.54;73 %;0.51;43 %;2.86;1.3;0.04;6.85;0.62;0.92;10.44;70 %;8.72;69 %;1.72;72 %;4.73;71 %;0.33;89 %;0.04;100 %;1.87;73 %;6.78;5.28;25.00;0.92;–;–;67.28;57.79;86 %;75 %;0.04;–;–;0.04;0.17;–;0.00;1.38;1.10;0.29;0.12;0.14;37.41;0.15;0.04;7.29;2.20;0.77;3.33;0.22;7.29;6.5;1.25;3.33;0.29;0.04;1.36
Егор Сорокин;ФК Краснодар;196.00;90.00;З ЛЦ;–;–;0.15;–;0 %;–;0.61;0.30;0.61;1.51;0.45;–;–;0.30;–;0.04;52.79;83 %;0.15;0 %;0.15;0 %;13.46;52 %;2.12;7 %;0.30;0 %;6.35;43 %;0.45;0 %;3.78;1.36;0.30;6.96;0.45;2.12;8.2;64 %;6.50;60 %;1.51;80 %;5.14;68 %;–;–;–;–;0.45;67 %;8.62;5.14;7.00;0.91;–;0.15;77.29;64.89;84 %;0 %;0.30;–;–;0.01;0.12;–;0.00;1.19;2.16;-0.97;0.65;0.27;43.87;–;–;6.96;0.15;–;2.72;–;5.14;3.93;1.21;3.48;–;–;0.30
Эдуард Сперцян;ФК Краснодар;244.00;90.00;П ЛЦ;0.35;0.42;0.88;0.35;40 %;1.41;1.23;1.83;0.04;0.39;0.21;–;–;2.35;0.84;0.29;48.32;85 %;1.58;51 %;0.84;33 %;7.94;77 %;1.5;63 %;0.04;0 %;3.62;71 %;5.90;59 %;6.92;0.98;1.19;2.71;1.12;3.34;15.43;46 %;6.64;33 %;8.79;56 %;2.11;42 %;4.15;66 %;2.35;66 %;3.51;34 %;3.20;3.62;28.00;0.91;0.21;0.07;77.42;59.00;76 %;36 %;0.74;0.67;0.11;0.43;0.13;0.83;1.21;1.36;1.45;-0.09;0.01;0.03;40.91;0.81;0.28;6.8;0.67;–;2.57;3.48;7.13;2.18;4.96;0.88;2.74;1.55;1.19
Илья Стефанович;Торпедо Москва;186.00;90.00;Ф Ц;0.57;–;1.49;0.57;38 %;0.23;0.92;0.69;0.23;0.34;–;–;0.92;1.84;1.3;0.33;16.19;67 %;0.34;33 %;0.80;14 %;2.7;39 %;0.11;100 %;–;–;0.69;50 %;0.69;33 %;10.79;2.41;1.3;0.92;0.57;0.57;18.25;32 %;3.90;32 %;14.35;32 %;7.81;26 %;1.38;58 %;0.92;50 %;1.84;56 %;1.61;1.26;13.00;0.92;0.57;0.57;40.64;21.12;52 %;56 %;0.57;0.23;–;0.02;0.18;0.58;1.73;0.92;2.23;-1.31;–;–;10.91;0.11;0.11;0.80;0.11;–;0.34;0.23;5.85;1.26;4.59;2.7;0.80;0.46;1.3
Дмитрий Стоцкий;Пари Нижний Новгород;209.00;90.00;ЗП П;0.08;0.13;0.34;0.08;25 %;0.63;1.5;0.88;0.17;0.42;0.13;–;0.04;0.80;0.21;0.08;40.00;72 %;0.46;55 %;3.6;34 %;9.46;50 %;2.18;54 %;0.42;60 %;5.86;53 %;4.82;48 %;7.25;1.30;0.42;3.98;0.92;0.80;12.86;53 %;7.71;52 %;5.15;54 %;3.27;49 %;1.84;59 %;1.17;57 %;4.2;48 %;4.56;5.40;25.00;0.92;0.21;0.13;64.83;46.40;72 %;26 %;0.42;0.17;–;0.16;0.10;1.00;1.1;0.98;1.26;-0.27;0.04;0.07;28.60;0.25;1.5;4.69;1.17;0.25;3.10;2.30;6.83;4.2;2.81;1.59;1.9;0.67;1.93
Михаил Сухорученко;ФК Краснодар;–;90.00;ЗП Л;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1.00;–;–;90.00;–;–;–;–;–;–;–;–;–;–;–;–;6.30;-6.30;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
Тимур Сулейманов;Пари Нижний Новгород;197.00;90.00;Ф Ц;0.47;–;1.28;0.47;37 %;0.52;1.42;1.37;–;–;0.28;0.05;0.43;2.36;1.23;0.40;21.00;66 %;0.43;11 %;1.14;21 %;3.69;45 %;0.28;67 %;0.05;100 %;2.8;39 %;1.66;23 %;12.06;1.51;1.23;1.23;0.57;0.85;26.82;33 %;4.87;28 %;21.94;34 %;13.53;30 %;1.70;58 %;0.95;50 %;1.80;39 %;2.55;2.36;28.00;0.99;0.71;0.33;57.08;29.61;52 %;52 %;0.71;0.43;–;0.07;0.17;0.84;1.20;1.5;1.28;-0.23;–;–;13.76;0.05;0.24;1.66;0.19;0.05;0.80;0.38;8.94;1.37;7.57;4.7;0.99;0.47;0.71
Магомед-Шапи Сулейманов;ФК Краснодар;189.00;90.00;АП П;–;–;0.00;–;–;–;–;0.60;–;–;–;–;–;0.60;–;0.01;38.40;91 %;–;–;0.60;0 %;6.60;82 %;0.60;0 %;–;–;2.40;50 %;2.40;25 %;3.60;0.60;–;1.20;–;4.20;12.60;48 %;2.40;25 %;10.20;53 %;1.80;67 %;6.00;40 %;3.60;17 %;1.20;50 %;1.20;3.00;4.00;0.60;0.60;1.80;60.00;49.20;82 %;0 %;0.60;–;–;–;0.01;–;0.00;0.85;2.12;-1.27;–;–;34.80;–;–;5.40;–;–;1.20;0.60;6.00;0.60;5.40;1.20;2.40;0.60;0.60
Мухаммад Султонов;Торпедо Москва;192.00;90.00;АП ПЦ;–;–;0.65;0.22;33 %;0.43;0.22;0.65;–;–;–;–;0.65;0.87;0.43;0.13;34.57;71 %;1.9;20 %;3.4;7 %;4.57;52 %;0.87;25 %;0.43;0 %;2.39;55 %;3.48;25 %;9.78;1.96;1.30;1.96;1.30;2.39;17.61;31 %;6.30;41 %;11.30;25 %;4.13;21 %;3.4;14 %;1.96;11 %;3.70;35 %;2.61;4.35;9.00;0.87;1.9;1.9;63.70;39.78;62 %;50 %;0.43;–;–;0.18;0.15;–;0.00;0.97;1.76;-0.79;–;–;24.57;0.22;0.22;2.39;0.22;–;1.30;0.87;5.43;2.61;2.83;0.87;0.43;0.22;1.30
Фаниль Сунгатулин;Урал Екатеринбург;192.00;90.00;ЗП ЛЦ;–;–;0.00;–;–;0.27;1.54;0.45;0.36;0.90;0.18;0.09;–;0.18;–;0.01;49.03;88 %;0.18;50 %;0.72;38 %;10.85;78 %;2.53;68 %;0.36;50 %;5.88;71 %;1.99;50 %;4.43;1.81;0.45;4.34;1.81;0.81;13.75;53 %;9.41;54 %;4.34;50 %;2.80;65 %;0.27;33 %;–;–;3.98;48 %;6.96;5.70;24.00;0.90;0.81;1.27;76.88;63.95;83 %;0 %;0.09;0.09;–;0.07;0.06;–;0.00;0.91;1.63;-0.72;0.07;0.05;43.24;0.09;0.27;8.41;1.72;0.18;4.16;0.99;7.24;5.7;2.17;1.81;0.09;–;1.90
Кирилл Суслов;Факел Воронеж;191.00;90.00;З ЛЦ;–;–;0.05;–;0 %;0.05;1.30;0.33;0.23;1.35;0.23;–;–;0.19;0.09;0.02;30.22;81 %;0.05;0 %;0.14;0 %;6.46;69 %;2.00;72 %;0.14;67 %;3.39;63 %;0.88;53 %;2.37;1.7;0.23;6.18;0.84;0.37;14.50;60 %;13.06;59 %;1.44;71 %;5.35;60 %;0.05;100 %;–;–;3.86;59 %;6.79;5.39;23.00;0.84;0.09;0.23;57.69;45.88;80 %;50 %;–;0.09;–;0.01;0.10;–;0.00;1.2;1.49;-0.47;0.11;0.11;24.55;–;–;4.46;1.44;0.09;2.14;0.46;8.69;7.67;1.2;3.21;0.05;–;2.28
