Футболист;Команда;Индекс;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Дмитрий Иванисеня;Крылья Советов;–;90;ЗП ПЦ;–;–;–;–;–;–;–;1.84;–;–;–;–;–;–;–;–;18.37;70 %;–;–;–;–;3.67;50 %;1.84;0 %;–;–;–;–;–;–;3.67;3.67;–;–;–;–;20.2;55 %;12.86;43 %;7.35;75 %;3.67;100 %;1.84;100 %;–;–;11.02;33 %;3.67;1.84;1;1.84;1.84;–;44.08;29.39;67 %;–;–;–;–;–;–;–;–;1.32;1.19;0.13;–;–;12.86;–;–;1.84;–;–;–;–;11.02;5.51;5.51;3.67;1.84;–;3.67
Угочукву Ивву Кристус;Рубин Казань;–;90;ЗП Ц;–;–;–;–;–;0.95;1.89;1.89;–;–;–;–;–;0.95;–;0.03;40.74;86 %;0.95;100 %;–;–;6.63;57 %;0.95;100 %;0.95;100 %;0.95;100 %;–;–;4.74;0.95;0.95;8.53;3.79;0.95;18.95;70 %;9.47;40 %;9.47;100 %;0.95;100 %;5.68;100 %;0.95;100 %;5.68;33 %;6.63;10.42;1;0.95;–;–;79.58;66.32;83 %;0 %;0.95;–;–;0.04;0.03;–;0;1.07;1.15;-0.08;–;–;35.05;0.95;–;3.79;0.95;0.95;0.95;–;13.26;3.79;9.47;0.95;5.68;0.95;1.89
Дмитрий Кабутов;Рубин Казань;–;90;ЗП П;–;–;–;–;–;–;–;2.84;–;0.95;–;–;–;0.95;0.95;0.02;53.05;70 %;–;–;3.79;0 %;8.53;56 %;2.84;0 %;0.95;0 %;3.79;50 %;12.32;46 %;7.58;0.95;0.95;2.84;1.89;1.89;25.58;56 %;13.26;50 %;12.32;62 %;2.84;33 %;5.68;67 %;2.84;67 %;8.53;56 %;4.74;4.74;1;0.95;–;–;91.89;63.47;69 %;100 %;–;–;–;0.17;0.02;–;0;1.07;1.15;-0.08;–;–;36.95;–;–;4.74;–;–;1.89;5.68;14.21;6.63;7.58;0.95;3.79;1.89;4.74
Никита Каккоев;Пари Нижний Новгород;–;90;З ЛЦ;–;–;–;–;–;–;2.25;–;2.25;2.25;–;–;–;2.25;2.25;0.02;18;100 %;–;–;–;–;2.25;100 %;–;–;–;–;–;–;–;–;4.5;–;–;6.75;2.25;4.5;6.75;33 %;2.25;100 %;4.5;0 %;–;–;–;–;–;–;–;–;9;2.25;1;–;–;2.25;42.75;38.25;89 %;100 %;–;–;–;–;0.01;–;0;0.02;0.94;-0.92;0.45;0.2;18;–;–;2.25;–;–;–;–;2.25;2.25;–;–;–;–;–
Николай Калинский;Пари Нижний Новгород;–;90;П ПЦ;–;–;–;–;–;–;1.32;–;–;–;1.32;–;–;2.65;1.32;0.33;21.18;75 %;–;–;–;–;6.62;20 %;1.32;0 %;–;–;7.94;50 %;–;–;5.29;–;–;3.97;1.32;1.32;7.94;50 %;5.29;50 %;2.65;50 %;1.32;100 %;–;–;–;–;1.32;100 %;3.97;5.29;1;1.32;1.32;–;43.68;33.09;76 %;50 %;1.32;–;–;0.17;0.12;–;0;0.99;0.85;0.15;0.03;0.02;15.88;–;–;1.32;–;–;3.97;–;3.97;2.65;1.32;1.32;–;–;1.32
Владислав Камилов;ФК Ахмат;–;90;ЗП Ц;–;–;–;–;–;–;3.56;–;–;–;0.89;–;–;1.78;–;0.04;59.7;82 %;–;–;–;–;16.04;67 %;–;–;–;–;6.24;71 %;1.78;50 %;6.24;0.89;0.89;4.46;–;7.13;18.71;76 %;12.48;64 %;6.24;100 %;8.91;80 %;0.89;100 %;0.89;100 %;4.46;40 %;2.67;4.46;1;0.89;–;–;95.35;77.52;81 %;0 %;0.89;0.89;–;0.02;0.03;–;0;1.45;1.27;0.19;–;–;49.01;–;–;10.69;–;–;4.46;0.89;14.26;8.02;6.24;7.13;0.89;0.89;1.78
Кирилл Капленко;Оренбург;–;90;ЗП Ц;–;–;1.1;–;0 %;1.1;–;–;–;–;–;–;–;1.1;1.1;0.29;40.61;86 %;–;–;–;–;5.49;60 %;2.2;0 %;2.2;0 %;3.29;33 %;–;–;2.2;–;1.1;3.29;2.2;1.1;13.17;67 %;10.98;60 %;2.2;100 %;1.1;100 %;–;–;–;–;7.68;43 %;4.39;1.1;1;1.1;1.1;–;62.56;51.59;82 %;100 %;–;–;–;0.18;0.26;–;0;1.25;1.91;-0.66;–;–;35.12;–;–;3.29;–;–;1.1;–;8.78;6.59;2.2;1.1;–;–;3.29
Владимир Ильин;ФК Ахмат;–;90;АП П;–;–;–;–;–;1.41;4.22;–;–;–;–;–;–;2.81;–;0.11;28.12;85 %;2.81;50 %;1.41;100 %;4.22;100 %;–;–;–;–;2.81;100 %;1.41;100 %;7.03;1.41;1.41;1.41;–;4.22;14.06;40 %;4.22;33 %;9.84;43 %;1.41;100 %;5.62;50 %;2.81;0 %;1.41;100 %;2.81;4.22;1;1.41;1.41;–;57.66;40.78;71 %;0 %;1.41;1.41;–;0.46;0.04;–;0;1.07;1.63;-0.56;–;–;23.91;1.41;1.41;4.22;–;–;2.81;1.41;5.62;1.41;4.22;1.41;2.81;–;1.41
Владис-Эммерсон Иллой-Айет;Урал Екатеринбург;–;90;З ЛЦ;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;34.62;40 %;–;–;–;–;6.92;0 %;6.92;0 %;–;–;13.85;50 %;–;–;13.85;6.92;–;–;–;–;20.77;67 %;13.85;100 %;6.92;0 %;6.92;100 %;6.92;0 %;6.92;0 %;–;–;6.92;–;1;–;–;6.92;62.31;34.62;56 %;–;–;–;–;–;–;–;–;–;–;–;–;–;13.85;–;–;–;–;–;6.92;–;13.85;13.85;–;6.92;–;–;–
Илья Ишков;Урал Екатеринбург;–;90;АП ПЦ;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;15;0 %;–;–;–;–;15;0 %;–;–;–;–;–;–;15;0 %;30;–;–;–;–;–;45;67 %;15;100 %;30;50 %;30;50 %;–;–;–;–;–;–;–;–;1;–;–;15;60;30;50 %;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;30;15;15;15;–;–;–
Вильсон Изидор;Локомотив Москва;–;90;АП П;3.91;–;3.91;3.91;100 %;–;–;–;–;–;–;–;–;3.91;3.91;0.08;19.57;60 %;–;–;7.83;50 %;3.91;0 %;–;–;–;–;3.91;0 %;7.83;50 %;11.74;3.91;–;3.91;–;–;43.04;36 %;7.83;50 %;35.22;33 %;7.83;0 %;15.65;25 %;11.74;33 %;3.91;100 %;7.83;–;1;–;–;3.91;74.35;39.13;53 %;100 %;–;–;–;–;0.02;0.02;50;0.67;0.27;0.39;–;–;11.74;–;3.91;–;–;–;–;3.91;15.65;3.91;11.74;–;3.91;3.91;3.91
Дмитрий Иванисеня;Крылья Советов;–;90;ЗП ПЦ;–;–;–;–;–;–;–;1.84;–;–;–;–;–;–;–;–;18.37;70 %;–;–;–;–;3.67;50 %;1.84;0 %;–;–;–;–;–;–;3.67;3.67;–;–;–;–;20.2;55 %;12.86;43 %;7.35;75 %;3.67;100 %;1.84;100 %;–;–;11.02;33 %;3.67;1.84;1;1.84;1.84;–;44.08;29.39;67 %;–;–;–;–;–;–;–;–;1.32;1.19;0.13;–;–;12.86;–;–;1.84;–;–;–;–;11.02;5.51;5.51;3.67;1.84;–;3.67
Угочукву Ивву Кристус;Рубин Казань;–;90;ЗП Ц;–;–;–;–;–;0.95;1.89;1.89;–;–;–;–;–;0.95;–;0.03;40.74;86 %;0.95;100 %;–;–;6.63;57 %;0.95;100 %;0.95;100 %;0.95;100 %;–;–;4.74;0.95;0.95;8.53;3.79;0.95;18.95;70 %;9.47;40 %;9.47;100 %;0.95;100 %;5.68;100 %;0.95;100 %;5.68;33 %;6.63;10.42;1;0.95;–;–;79.58;66.32;83 %;0 %;0.95;–;–;0.04;0.03;–;0;1.07;1.15;-0.08;–;–;35.05;0.95;–;3.79;0.95;0.95;0.95;–;13.26;3.79;9.47;0.95;5.68;0.95;1.89
Дмитрий Кабутов;Рубин Казань;–;90;ЗП П;–;–;–;–;–;–;–;2.84;–;0.95;–;–;–;0.95;0.95;0.02;53.05;70 %;–;–;3.79;0 %;8.53;56 %;2.84;0 %;0.95;0 %;3.79;50 %;12.32;46 %;7.58;0.95;0.95;2.84;1.89;1.89;25.58;56 %;13.26;50 %;12.32;62 %;2.84;33 %;5.68;67 %;2.84;67 %;8.53;56 %;4.74;4.74;1;0.95;–;–;91.89;63.47;69 %;100 %;–;–;–;0.17;0.02;–;0;1.07;1.15;-0.08;–;–;36.95;–;–;4.74;–;–;1.89;5.68;14.21;6.63;7.58;0.95;3.79;1.89;4.74
Никита Каккоев;Пари Нижний Новгород;–;90;З ЛЦ;–;–;–;–;–;–;2.25;–;2.25;2.25;–;–;–;2.25;2.25;0.02;18;100 %;–;–;–;–;2.25;100 %;–;–;–;–;–;–;–;–;4.5;–;–;6.75;2.25;4.5;6.75;33 %;2.25;100 %;4.5;0 %;–;–;–;–;–;–;–;–;9;2.25;1;–;–;2.25;42.75;38.25;89 %;100 %;–;–;–;–;0.01;–;0;0.02;0.94;-0.92;0.45;0.2;18;–;–;2.25;–;–;–;–;2.25;2.25;–;–;–;–;–
Николай Калинский;Пари Нижний Новгород;–;90;П ПЦ;–;–;–;–;–;–;1.32;–;–;–;1.32;–;–;2.65;1.32;0.33;21.18;75 %;–;–;–;–;6.62;20 %;1.32;0 %;–;–;7.94;50 %;–;–;5.29;–;–;3.97;1.32;1.32;7.94;50 %;5.29;50 %;2.65;50 %;1.32;100 %;–;–;–;–;1.32;100 %;3.97;5.29;1;1.32;1.32;–;43.68;33.09;76 %;50 %;1.32;–;–;0.17;0.12;–;0;0.99;0.85;0.15;0.03;0.02;15.88;–;–;1.32;–;–;3.97;–;3.97;2.65;1.32;1.32;–;–;1.32
Владислав Камилов;ФК Ахмат;–;90;ЗП Ц;–;–;–;–;–;–;3.56;–;–;–;0.89;–;–;1.78;–;0.04;59.7;82 %;–;–;–;–;16.04;67 %;–;–;–;–;6.24;71 %;1.78;50 %;6.24;0.89;0.89;4.46;–;7.13;18.71;76 %;12.48;64 %;6.24;100 %;8.91;80 %;0.89;100 %;0.89;100 %;4.46;40 %;2.67;4.46;1;0.89;–;–;95.35;77.52;81 %;0 %;0.89;0.89;–;0.02;0.03;–;0;1.45;1.27;0.19;–;–;49.01;–;–;10.69;–;–;4.46;0.89;14.26;8.02;6.24;7.13;0.89;0.89;1.78
Кирилл Капленко;Оренбург;–;90;ЗП Ц;–;–;1.1;–;0 %;1.1;–;–;–;–;–;–;–;1.1;1.1;0.29;40.61;86 %;–;–;–;–;5.49;60 %;2.2;0 %;2.2;0 %;3.29;33 %;–;–;2.2;–;1.1;3.29;2.2;1.1;13.17;67 %;10.98;60 %;2.2;100 %;1.1;100 %;–;–;–;–;7.68;43 %;4.39;1.1;1;1.1;1.1;–;62.56;51.59;82 %;100 %;–;–;–;0.18;0.26;–;0;1.25;1.91;-0.66;–;–;35.12;–;–;3.29;–;–;1.1;–;8.78;6.59;2.2;1.1;–;–;3.29
Вячеслав Караваев;Зенит;–;90;З П;–;0.97;–;–;–;0.97;1.94;–;–;–;–;–;–;–;–;–;98.71;89 %;–;–;5.81;50 %;22.26;87 %;1.94;50 %;–;–;13.55;86 %;4.84;60 %;7.74;1.94;–;0.97;0.97;3.87;9.68;50 %;4.84;60 %;4.84;40 %;3.87;50 %;1.94;50 %;1.94;50 %;1.94;100 %;2.9;3.87;1;0.97;0.97;–;119.03;103.55;87 %;–;–;–;–;0.24;–;–;–;0.83;0.74;0.1;–;–;88.06;–;2.9;19.35;0.97;–;11.61;2.9;4.84;2.9;1.94;1.94;0.97;0.97;1.94
Егор Карпицкий;Крылья Советов;–;90;Ф ПЦ;–;–;1.84;–;0 %;1.84;–;–;–;–;–;–;1.84;1.84;–;0.46;12.86;86 %;1.84;0 %;–;–;3.67;100 %;1.84;100 %;–;–;–;–;–;–;3.67;–;–;–;–;–;11.02;17 %;1.84;0 %;9.18;20 %;7.35;25 %;–;–;–;–;–;–;3.67;5.51;1;1.84;1.84;–;34.9;22.04;63 %;0 %;1.84;–;–;0.04;0.25;–;0;1.32;1.19;0.13;–;–;11.02;–;–;3.67;1.84;–;–;–;1.84;–;1.84;1.84;–;–;–
Артём Карпукас;Локомотив Москва;–;90;ЗП ЛЦ;–;–;–;–;–;–;–;1.07;–;–;–;–;–;–;–;–;42.86;83 %;–;–;–;–;4.29;50 %;1.07;100 %;–;–;5.36;40 %;1.07;100 %;3.21;–;–;7.5;1.07;1.07;22.5;62 %;19.29;61 %;3.21;67 %;2.14;100 %;1.07;100 %;1.07;100 %;10.71;70 %;6.43;9.64;1;1.07;1.07;–;82.5;66.43;81 %;–;–;–;–;–;–;–;–;1.2;1.19;0.01;0.02;0.02;35.36;–;–;2.14;1.07;–;2.14;1.07;13.93;11.79;2.14;2.14;1.07;1.07;7.5
Алексей Каштанов;Урал Екатеринбург;–;90;Ф Ц;–;–;–;–;–;–;–;–;–;–;–;–;1.41;–;–;–;25.31;67 %;–;–;–;–;5.62;50 %;–;–;–;–;2.81;50 %;2.81;50 %;15.47;5.62;–;1.41;–;2.81;32.34;48 %;1.41;0 %;30.94;50 %;19.69;43 %;2.81;100 %;1.41;100 %;–;–;–;1.41;1;1.41;1.41;–;61.88;36.56;59 %;–;–;–;–;0.49;–;–;–;2.38;1.94;0.44;–;–;16.88;–;–;2.81;–;–;1.41;1.41;15.47;–;15.47;8.44;2.81;1.41;–
Ян Казаев;Балтика;–;90;ЗП Ц;–;–;–;–;–;–;1.84;1.84;0.92;0.92;–;–;–;–;–;–;37.65;93 %;–;–;–;–;8.27;89 %;–;–;–;–;2.76;67 %;1.84;100 %;–;–;–;1.84;0.92;0.92;13.78;60 %;8.27;44 %;5.51;83 %;4.59;40 %;0.92;100 %;–;–;4.59;60 %;2.76;10.1;1;0.92;–;–;65.2;56.94;87 %;–;–;–;–;–;–;–;–;0.5;1.44;-0.95;0.06;0.03;34.9;–;–;7.35;–;–;1.84;1.84;8.27;3.67;4.59;1.84;0.92;–;2.76
Даниил Хлусевич;Спартак Москва;–;90;ЗЛ;1.82;–;4.55;1.82;40 %;0.91;1.82;–;1.82;1.82;–;–;–;3.64;3.64;0.48;50;78 %;–;–;0.91;0 %;7.27;88 %;0.91;100 %;–;–;1.82;100 %;6.36;57 %;11.82;3.64;2.73;3.64;–;0.91;14.55;50 %;6.36;57 %;8.18;44 %;2.73;0 %;3.64;75 %;1.82;100 %;2.73;100 %;3.64;6.36;1;0.91;–;–;81.82;60.91;74 %;100 %;–;–;–;0.34;0.13;0.26;3.77;2.04;1.12;0.92;–;–;39.09;–;–;6.36;0.91;–;1.82;3.64;7.27;3.64;3.64;–;2.73;1.82;2.73
Иван Комаров;Ростов;–;90;АП ЛЦ;–;–;–;–;–;–;6;–;–;6;–;–;–;–;–;–;6;100 %;–;–;–;–;–;–;–;–;–;–;6;100 %;–;–;12;–;–;–;–;–;30;0 %;12;0 %;18;0 %;30;0 %;–;–;–;–;–;–;–;6;1;–;–;6;42;12;29 %;–;–;–;–;–;–;–;–;0.96;2.46;-1.5;–;–;6;–;–;–;–;–;6;–;–;–;–;–;–;–;–
Николай Комличенко;Ростов;–;90;Ф ПЦ;–;0.91;0.91;–;0 %;0.91;1.82;1.82;–;–;–;–;–;1.82;–;0.23;20.91;83 %;0.91;100 %;–;–;4.55;80 %;–;–;–;–;0.91;100 %;1.82;100 %;7.27;1.82;–;–;–;1.82;25.45;46 %;4.55;20 %;20.91;52 %;13.64;53 %;2.73;67 %;1.82;50 %;–;–;0.91;3.64;1;0.91;–;–;54.55;35.45;65 %;0 %;1.82;–;–;0.39;0.12;–;0;1.67;1.91;-0.24;–;–;17.27;0.91;–;3.64;–;–;0.91;1.82;11.82;0.91;10.91;7.27;1.82;0.91;–
Мохамед Конате;ФК Ахмат;–;90;Ф Ц;–;–;2.67;–;0 %;0.89;–;–;–;–;–;–;0.89;5.35;1.78;0.56;15.15;71 %;–;–;–;–;1.78;50 %;–;–;–;–;0.89;0 %;1.78;50 %;8.02;–;–;1.78;0.89;–;25.84;38 %;3.56;25 %;22.28;40 %;11.58;46 %;4.46;20 %;3.56;25 %;0.89;100 %;0.89;0.89;1;0.89;–;–;47.23;23.17;49 %;33 %;2.67;0.89;–;0.26;0.1;–;0;1.45;1.27;0.19;–;–;10.69;–;–;0.89;–;–;–;0.89;9.8;0.89;8.91;5.35;0.89;0.89;0.89
Александр Коваленко;Зенит;–;90;П ПЦ;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;72;100 %;–;–;–;–;9;100 %;–;–;–;–;–;–;9;100 %;–;–;–;–;–;–;9;100 %;–;–;9;100 %;–;–;–;–;–;–;–;–;–;–;1;–;–;9;81;81;100 %;–;–;–;–;0.18;–;–;–;0.45;0.09;0.36;–;–;72;–;–;9;–;–;–;9;9;–;9;–;–;–;–
Юрий Ковалёв;Оренбург;–;90;АП П;–;–;–;–;–;1.96;–;–;–;–;–;–;–;–;–;–;17.61;67 %;1.96;100 %;–;–;3.91;0 %;–;–;–;–;1.96;0 %;3.91;50 %;7.83;1.96;3.91;1.96;–;1.96;5.87;33 %;3.91;50 %;1.96;0 %;–;–;–;–;–;–;3.91;50 %;1.96;3.91;1;1.96;1.96;–;35.22;21.52;61 %;–;–;–;–;0.18;–;–;–;2.23;3.29;-1.06;–;–;11.74;1.96;–;–;–;–;–;1.96;1.96;1.96;–;–;–;–;1.96
Мартин Крамарич;Сочи;–;90;АП ЛЦ;1.34;–;1.34;1.34;100 %;1.34;–;1.34;–;–;–;–;–;2.69;1.34;0.23;25.52;58 %;4.03;33 %;1.34;0 %;5.37;50 %;–;–;–;–;–;–;4.03;67 %;6.72;1.34;1.34;1.34;–;2.69;21.49;50 %;6.72;60 %;14.78;45 %;5.37;50 %;5.37;75 %;2.69;50 %;5.37;75 %;1.34;4.03;1;1.34;1.34;–;59.1;34.93;59 %;50 %;–;1.34;–;0.85;0.09;0.17;5.88;1.28;0.73;0.55;–;–;14.78;1.34;–;2.69;–;–;–;2.69;10.75;4.03;6.72;2.69;4.03;1.34;4.03
Кирилл Кравцов;Сочи;–;90;ЗП ПЦ;–;–;–;–;–;0.92;0.92;2.76;–;–;–;–;–;1.84;–;0.09;46.84;84 %;0.92;100 %;–;–;11.02;75 %;2.76;67 %;–;–;6.43;86 %;2.76;67 %;10.1;1.84;0.92;6.43;1.84;–;29.39;53 %;10.1;64 %;19.29;48 %;9.18;40 %;2.76;100 %;0.92;100 %;1.84;100 %;9.18;4.59;1;0.92;–;–;92.76;68.88;74 %;0 %;–;1.84;–;0.32;0.05;–;0;1.44;0.5;0.95;–;–;39.49;0.92;–;8.27;1.84;–;5.51;1.84;15.61;6.43;9.18;3.67;2.76;0.92;1.84
Никита Кривцов;ФК Краснодар;–;90;П ЛЦ;–;–;–;–;–;1.18;1.18;–;–;–;–;–;–;–;–;–;31.97;70 %;2.37;50 %;1.18;100 %;8.29;57 %;4.74;50 %;–;–;3.55;67 %;1.18;100 %;5.92;–;–;2.37;1.18;1.18;4.74;25 %;–;–;4.74;25 %;2.37;50 %;–;–;–;–;–;–;1.18;8.29;1;1.18;1.18;–;47.37;34.34;73 %;–;–;–;–;–;–;–;–;2.21;2.31;-0.09;–;–;22.5;1.18;1.18;4.74;2.37;–;2.37;1.18;1.18;–;1.18;1.18;–;–;–
Константин Кучаев;ЦСКА Москва;–;90;ЗП ПЦ;–;–;–;–;–;–;–;2.81;–;–;–;–;–;–;–;–;30.94;82 %;–;–;–;–;8.44;33 %;–;–;–;–;2.81;0 %;5.62;50 %;5.62;2.81;–;–;–;5.62;5.62;0 %;2.81;0 %;2.81;0 %;–;–;2.81;0 %;–;–;2.81;0 %;2.81;5.62;1;–;–;2.81;50.62;39.38;78 %;–;–;–;–;–;–;–;–;–;0.76;-0.76;–;–;25.31;–;–;2.81;–;–;–;2.81;–;–;–;–;–;–;–
Федор Кудряшов;Факел Воронеж;–;90;З ЛЦ;–;–;–;–;–;–;1.91;–;–;–;1.91;–;–;–;–;–;26.81;86 %;–;–;–;–;5.74;67 %;1.91;100 %;–;–;1.91;100 %;–;–;–;–;1.91;5.74;–;–;5.74;0 %;5.74;0 %;–;–;–;–;–;–;–;–;3.83;0 %;9.57;9.57;1;1.91;1.91;–;53.62;42.13;79 %;–;–;–;–;–;–;–;–;1.63;1.86;-0.23;–;–;22.98;–;–;3.83;1.91;–;1.91;–;–;–;–;–;–;–;–
Денис Кулаков;Урал Екатеринбург;–;90;ЗП П;–;–;–;–;–;–;1.91;3.83;–;–;1.91;–;–;1.91;–;0.02;36.38;63 %;–;–;3.83;50 %;15.32;50 %;1.91;0 %;–;–;5.74;33 %;7.66;75 %;7.66;1.91;–;1.91;–;–;17.23;44 %;11.49;33 %;5.74;67 %;3.83;0 %;3.83;50 %;3.83;50 %;3.83;50 %;7.66;5.74;1;1.91;1.91;–;68.94;44.04;64 %;0 %;–;1.91;–;0.11;0.01;–;0;3.24;1.36;1.88;–;–;22.98;–;1.91;7.66;–;–;1.91;5.74;7.66;3.83;3.83;–;1.91;1.91;1.91
Максим Кузьмин;Балтика;–;90;П ПЦ;–;–;–;–;–;–;4.86;4.86;–;–;2.43;–;–;–;–;–;55.95;74 %;2.43;0 %;9.73;50 %;12.16;60 %;–;–;–;–;4.86;0 %;12.16;60 %;14.59;2.43;2.43;9.73;2.43;2.43;21.89;44 %;4.86;50 %;17.03;43 %;4.86;50 %;4.86;100 %;4.86;100 %;–;–;4.86;4.86;1;–;–;2.43;92.43;63.24;68 %;–;–;–;–;0.12;–;–;–;0.71;1.51;-0.8;–;–;41.35;–;4.86;7.3;–;–;–;7.3;9.73;2.43;7.3;2.43;4.86;4.86;–
Ираклий Квеквескири;Факел Воронеж;–;90;П ЛЦ;–;–;–;–;–;0.91;–;3.64;–;–;–;–;–;0.91;–;0.12;20;68 %;–;–;0.91;0 %;6.36;71 %;1.82;0 %;0.91;0 %;5.45;50 %;0.91;0 %;3.64;–;–;3.64;2.73;–;15.45;65 %;7.27;38 %;8.18;89 %;4.55;80 %;–;–;–;–;4.55;20 %;4.55;4.55;1;0.91;–;–;45.45;32.73;72 %;0 %;–;0.91;–;–;0.13;–;0;1.91;1.67;0.24;–;–;13.64;–;–;4.55;–;–;2.73;–;10;2.73;7.27;3.64;–;–;0.91
Владислав Лазарев;Балтика;–;90;П ЛЦ;–;–;2.43;–;0 %;–;–;2.43;–;–;–;–;–;2.43;–;0.22;55.95;91 %;–;–;–;–;14.59;67 %;4.86;50 %;–;–;4.86;50 %;7.3;33 %;2.43;–;–;–;–;–;17.03;43 %;9.73;0 %;7.3;100 %;–;–;–;–;–;–;4.86;0 %;12.16;2.43;1;–;–;2.43;90;72.97;81 %;0 %;2.43;–;–;0.58;0.09;–;0;0.71;1.51;-0.8;–;–;51.08;–;–;9.73;2.43;–;2.43;2.43;7.3;–;7.3;–;–;–;–
Ленини Пина;ФК Краснодар;–;90;ЗП ПЦ;–;–;–;–;–;–;5.29;–;–;–;–;–;–;–;–;–;52.94;100 %;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;5.29;–;–;10.59;0 %;10.59;0 %;–;–;–;–;–;–;–;–;5.29;0 %;–;10.59;1;–;–;5.29;74.12;63.53;86 %;–;–;–;–;–;–;–;–;0.21;0.16;0.05;–;–;52.94;–;–;–;–;–;–;–;–;–;–;–;–;–;–
Даниил Лесовой;Динамо Москва;–;90;АП Л;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;54;67 %;–;–;–;–;18;100 %;–;–;–;–;18;100 %;–;–;18;18;–;–;–;–;36;100 %;–;–;36;100 %;–;–;36;100 %;36;100 %;–;–;–;–;1;–;–;18;90;72;80 %;–;–;–;–;–;–;–;–;–;0.72;-0.72;–;–;36;–;–;18;–;–;18;–;36;–;36;–;36;36;–
Руслан Литвинов;Спартак Москва;–;90;З ПЦ;–;–;–;–;–;–;–;0.91;–;0.91;–;–;–;0.91;–;0.09;44.55;92 %;0.91;0 %;0.91;0 %;7.27;100 %;3.64;100 %;0.91;100 %;7.27;100 %;–;–;4.55;0.91;1.82;8.18;1.82;0.91;10.91;50 %;8.18;67 %;2.73;0 %;2.73;67 %;–;–;–;–;2.73;67 %;3.64;4.55;1;0.91;–;–;67.27;55.45;82 %;0 %;–;0.91;–;–;0.1;–;0;2.04;1.12;0.92;–;–;40.91;–;–;7.27;3.64;0.91;7.27;–;5.45;5.45;–;1.82;–;–;1.82
Вячеслав Литвинов;Сочи;–;90;З ПЦ;–;–;–;–;–;–;0.92;–;–;–;–;–;–;–;–;–;36.73;90 %;–;–;–;–;8.27;67 %;1.84;0 %;–;–;3.67;50 %;0.92;0 %;3.67;–;0.92;10.1;0.92;2.76;20.2;73 %;14.69;69 %;5.51;83 %;7.35;63 %;0.92;100 %;–;–;5.51;67 %;7.35;3.67;1;0.92;–;–;71.63;61.53;86 %;–;–;–;–;–;–;–;–;1.44;0.5;0.95;–;–;33.06;–;–;5.51;–;–;1.84;–;14.69;10.1;4.59;4.59;0.92;–;3.67
Александр Ломовицкий;Рубин Казань;–;90;Ф ЛЦ;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;18;100 %;–;–;–;–;–;–;–;–;–;–;–;–;–;–;18;–;–;–;–;18;54;33 %;18;0 %;36;50 %;–;–;18;0 %;18;0 %;–;–;–;–;1;–;–;18;90;54;60 %;–;–;–;–;–;–;–;–;0.36;–;0.36;–;–;18;–;–;–;–;–;–;–;18;–;18;–;–;–;–
