Футболист;Команда;Индекс;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Андрей Никитин;Уфа;199;90;Ф ПЦ;–;–;0.91;0.08;9 %;1.8;1;1;0.17;0.25;–;–;0.33;2.5;0.58;0.29;22.96;70 %;0.67;50 %;3.41;27 %;3.66;64 %;0.91;82 %;0.33;75 %;1.33;75 %;2.91;46 %;10.23;1.5;0.75;1.66;0.67;3.66;21.13;45 %;4.74;49 %;16.39;44 %;4.41;36 %;6.74;53 %;4.66;57 %;2.16;58 %;2.58;4.33;14;1;0.5;0.17;57.81;36.68;63 %;23 %;1;0.83;0.08;0.25;0.12;–;0;1.41;1.31;0.11;0.01;0.05;16.14;0.33;0.91;2.33;0.75;0.25;1;1.33;9.48;2.33;7.15;1.58;3.58;2.66;1.25
Темиркан Сундуков;Динамо Махачкала;200;90;ЗП П;–;–;0.63;–;0 %;0.32;1.58;1.58;–;0.32;–;–;–;0.32;0.32;0.11;42;67 %;0.63;50 %;4.42;29 %;11.37;50 %;2.21;29 %;0.63;50 %;7.26;57 %;4.74;27 %;9.79;2.21;0.63;3.79;1.26;0.63;18;56 %;11.05;69 %;6.95;36 %;2.84;44 %;2.21;43 %;1.26;50 %;5.68;94 %;4.11;6.95;6;0.63;0.63;1.26;72.63;50.21;69 %;100 %;–;–;–;0.04;0.35;–;0;1.25;1.17;0.08;–;–;28.11;0.32;1.26;5.68;0.63;0.32;4.11;1.26;10.11;7.58;2.53;1.26;0.95;0.63;5.37
Илья Мосейчук;Кубань Краснодар;199;90;АП П;0.21;0.1;0.72;0.21;29 %;0.21;1.34;0.72;–;0.31;0.21;–;0.1;0.93;0.51;0.14;21.09;66 %;0.82;38 %;4.22;24 %;2.6;45 %;0.21;100 %;–;–;1.3;50 %;4.32;31 %;7.92;1.44;1.13;2.67;0.41;3.19;18.93;34 %;6.7;34 %;12.86;34 %;3.29;25 %;5.25;41 %;2.57;48 %;2.78;30 %;3.9;4.53;13;1.3;0.72;0.31;52.87;31.78;60 %;56 %;0.31;0.1;–;0.2;0.15;0.68;1.48;0.85;1.53;-0.68;0.05;0.09;13.99;0.31;1.3;0.93;0.21;–;0.51;1.34;6.48;2.6;4.42;0.82;2.16;1.23;0.82
Эльмир Набиуллин;Рубин Казань;199;90;ЗП Л;–;–;0.64;–;0 %;0.64;1.28;1.28;–;–;–;–;–;–;–;–;49.15;79 %;0.64;0 %;5.11;38 %;5.74;44 %;1.91;33 %;–;–;1.28;100 %;10.21;56 %;5.11;0.64;0.64;1.28;0.64;0.64;5.11;38 %;2.55;25 %;2.55;50 %;0.64;100 %;–;–;–;–;0.64;0 %;3.19;4.47;3;1.28;1.28;0.64;63.19;49.15;78 %;–;–;–;–;0.38;–;–;–;1.7;0.55;1.15;0.13;0.21;38.94;–;1.91;2.55;0.64;–;1.28;5.74;1.91;0.64;1.28;0.64;–;–;0
Илья Петров;СКА-Хабаровск;199;90;ЗП ПЦ;–;–;0.24;0.08;33 %;0.49;1.22;0.97;0.24;0.24;0.24;–;–;1.3;0.24;0.05;56.32;79 %;1.46;22 %;1.38;12 %;13.07;56 %;3.73;54 %;0.16;100 %;8.3;55 %;7.71;40 %;7.79;0.81;0.73;3.33;1.3;1.38;11.12;50 %;5.28;46 %;5.84;54 %;0.73;78 %;2.19;70 %;0.89;45 %;2.6;50 %;4.71;6.17;13;0.89;0.08;0.16;81.72;62.57;77 %;19 %;0.57;0.41;0.08;0.24;0.04;–;0;0.93;1.16;-0.22;0.01;0.03;44.47;0.32;0.16;7.3;2.3;0.16;4.38;3.8;5.6;2.43;3.17;0.57;1.54;0.41;1.3
Батраз Гурциев;Алания Владикавказ;199;90;АП П;0.74;0.12;1.61;0.74;46 %;1.24;1.74;0.74;–;–;0.12;–;0.5;2.6;1.36;0.38;16.98;69 %;0.25;100 %;1.86;20 %;2.6;57 %;1.49;58 %;0.12;0 %;0.99;63 %;3.97;50 %;9.42;1.36;1.49;0.25;0.25;1.86;14.26;18 %;2.6;10 %;11.65;20 %;5.83;17 %;2.85;30 %;2.11;29 %;0.87;0 %;1.49;2.48;12;0.74;0.62;0.74;41.16;21.45;52 %;52 %;0.99;0.25;–;0.27;0.15;0.51;1.95;1.29;0.85;0.44;–;–;11.65;0.25;0.37;1.49;0.87;–;0.62;1.98;2.6;0.25;2.36;0.99;0.87;0.62;0
Олег Дмитриев;Родина Москва;199;90;ЗП ЛЦ;–;0.11;0.11;–;0 %;0.74;1.16;0.74;0.32;0.53;0.11;–;–;0.64;–;0.02;53.47;80 %;0.64;50 %;1.16;45 %;10.59;57 %;4.87;59 %;0.64;33 %;5.93;54 %;8.36;54 %;5.82;0.85;0.32;2.86;1.16;1.69;8.58;52 %;4.87;41 %;3.71;66 %;1.27;50 %;1.27;75 %;0.74;57 %;2.12;40 %;3.71;8.47;12;1.16;0.85;0.11;76.87;61.31;80 %;0 %;0.32;0.21;0.11;0.2;0.03;–;0;1.2;1.2;0.01;0.11;0.09;42.99;0.32;0.53;6.4;2.86;0.21;3.18;4.55;4.45;2.1;2.44;0.64;0.95;0.42;0.85
Константин Ерохин;Уфа;199;90;З ЛЦ;–;–;0;–;–;–;–;0.3;0.61;0.91;–;–;–;0.3;–;0.01;42.12;87 %;–;–;–;–;9.39;81 %;2.42;63 %;0.3;0 %;5.45;78 %;0.61;100 %;2.42;0.3;0.3;11.21;1.52;1.82;18.79;74 %;15.76;75 %;3.3;70 %;10;73 %;–;–;–;–;3.94;85 %;3.3;6.67;3;0.91;–;–;73.03;62.12;85 %;0 %;0.3;–;–;0.02;0.02;–;0;1.96;1.17;0.79;0.28;0.15;36.67;–;–;7.58;1.52;–;4.24;0.61;13.94;11.82;2.12;7.27;–;–;3.33
Николай Толстопятов;КамАЗ Набережные Челны;198;90;З ПЦ;–;–;0.16;–;0 %;0.08;1.29;0.32;0.16;0.56;0.48;–;–;0.32;0.08;0.02;50.64;79 %;0.16;0 %;0.32;50 %;13.69;60 %;5.72;54 %;1.21;40 %;7.73;54 %;0.81;30 %;5.31;1.37;0.24;9.18;0.64;1.61;15.13;70 %;11.59;72 %;3.54;61 %;6.92;72 %;0.56;100 %;0.16;100 %;2.66;64 %;7.41;7.89;12;0.89;–;0.08;83.24;67.3;81 %;25 %;0.16;–;0.08;0.05;0.08;–;0;0.76;1.9;-0.33;0.05;0.05;39.77;–;0.16;8.21;3.6;0.48;4.19;0.24;10.55;8.37;2.17;4.99;0.56;0.16;1.69
Рустам Сосранов;СКА-Хабаровск;198;90;ЗЛ;–;–;0.24;–;0 %;0.49;1.71;0.49;–;0.24;0.24;–;–;0.49;0.24;0.07;50.73;85 %;0.24;100 %;1.22;20 %;10.98;73 %;2.44;30 %;0.24;0 %;4.39;67 %;1.95;50 %;3.66;0.24;0.49;4.63;0.73;0.24;12.93;66 %;9.27;63 %;3.66;73 %;3.17;54 %;0.73;100 %;–;–;4.15;71 %;6.1;4.15;6;0.98;0.24;0.49;75.12;62.44;83 %;50 %;0.24;–;–;–;0.14;–;0;1.3;0.96;0.35;0.03;0.03;43.17;0.24;0.24;8.5;0.73;–;2.93;0.98;8.54;5.85;2.68;1.71;0.73;–;2.93
Алексей Павлишин;ФК Волгарь;198;90;ЗП ЛЦ;–;–;0;–;–;–;1.34;0.54;0.09;0.54;0.18;–;–;0.27;–;0.01;42.81;87 %;0.09;0 %;0.09;0 %;6.69;71 %;0.62;71 %;0.09;100 %;4.19;66 %;0.71;38 %;4.19;1.52;0.71;4.46;0.89;1.61;14.54;57 %;8.47;57 %;6.7;57 %;3.3;62 %;2.41;59 %;0.27;33 %;4.1;54 %;7.5;6.51;13;1.7;0.71;0.09;73.5;60.56;82 %;0 %;0.27;–;–;0.18;0.05;–;0;0.93;1.5;-0.57;0.02;0.17;37.11;–;–;4.73;0.45;0.09;2.77;0.27;8.3;4.82;3.48;2.5;1.43;0.09;2.23
Денис Кутин;Волга Ульяновск;199;90;З П;–;–;0;–;–;0.22;1.18;0.86;0.32;0.54;0.43;–;–;0.11;–;0;42.63;82 %;0.22;100 %;0.97;22 %;12.6;68 %;3.23;53 %;0.22;100 %;6.3;64 %;1.29;50 %;3.98;0.65;0.32;6.89;0.97;2.26;13.46;55 %;10.77;55 %;2.69;56 %;5.81;54 %;0.75;71 %;0.32;100 %;2.91;59 %;7.21;5.28;10;1.8;0.43;–;71.27;57.17;80 %;0 %;0.11;–;–;0;0.02;–;0;0.67;1.27;-0.6;0.08;0.07;34.99;0.22;0.22;8.61;1.72;0.22;3.88;0.65;7.43;5.92;1.51;3.12;0.54;0.32;1.72
Денис Ткачук;ФК Волгарь;198;90;ЗП Л;0.11;0.22;0.56;0.11;20 %;1.56;1.23;1.9;0.11;0.11;0.11;–;0.33;1.45;0.67;0.09;33.95;67 %;1.23;55 %;2.1;33 %;5.14;48 %;2.1;50 %;0.22;100 %;4.24;45 %;7.82;50 %;8.6;1.23;1.12;3.1;0.89;1.79;16.53;49 %;7.93;45 %;8.6;52 %;3.68;55 %;2.79;56 %;1.23;64 %;4.35;36 %;3.24;5.58;10;1.12;0.33;–;63.76;42.21;66 %;46 %;0.22;0.33;0.22;0.57;0.06;0.81;1.23;1.6;1.47;-0.41;0.01;0.05;22.89;0.67;0.67;2.46;1;0.22;1.9;3.91;8.4;3.57;4.47;2.1;1.56;0.78;1.56
Рустамжон Ашурматов;Рубин Казань;198;90;ЗП Ц;0.34;–;0.34;0.34;100 %;–;2.7;1.3;0.34;0.34;0.69;–;–;1.3;0.69;0.04;49.31;78 %;–;–;0.34;0 %;14.14;61 %;2.76;100 %;1.3;100 %;6.9;60 %;0.34;0 %;5.17;1.3;0.34;7.93;1.38;2.7;18.28;62 %;12.07;66 %;6.21;56 %;8.62;64 %;2.7;83 %;–;–;2.41;57 %;8.28;8.97;5;0.69;0.34;1.3;88.28;69.66;79 %;67 %;0.34;–;–;–;0.04;0.12;8.33;1.67;0.55;1.12;0.03;0.08;38.28;–;–;8.62;2.76;1.3;4.14;–;11.38;7.93;3.45;5.52;1.72;–;1.38
Богдан Рейхмен;КамАЗ Набережные Челны;198;90;П ЛЦ;0.11;–;0.32;0.11;33 %;0.32;1.58;1.79;–;0.11;0.32;–;–;0.74;0.32;0.13;27.64;84 %;0.42;50 %;0.11;0 %;4.96;62 %;0.63;33 %;0.21;0 %;3.17;60 %;1.69;50 %;5.28;1.58;0.95;3.6;0.63;1.79;13.82;49 %;6.44;38 %;7.39;59 %;2;37 %;2.22;76 %;0.32;33 %;3.59;38 %;4.33;4.64;13;0.95;0.63;0.42;53.92;41.04;76 %;43 %;0.32;0.11;–;0.1;0.18;1.24;0.81;0.96;1.24;-0.28;0.01;0.03;23.21;0.21;–;3.6;0.21;–;1.9;0.84;6.75;2.43;4.33;0.74;1.69;0.11;1.37
Данил Карпов;Краснодар-2;198;90;АП П;0.38;0.13;0.63;0.38;60 %;1.14;1.1;0.63;0.25;0.51;0.25;–;–;1.14;0.38;0.09;31.06;71 %;1.27;70 %;0.76;33 %;5.2;63 %;0.38;33 %;–;–;2.54;55 %;2.66;52 %;7.23;2.15;1.14;3.4;1.39;1.14;14.32;44 %;5.58;32 %;8.75;52 %;3.4;46 %;1.77;64 %;0.89;43 %;2.79;41 %;5.2;4.31;12;1.27;1.14;0.25;58.31;39.55;68 %;33 %;0.38;0.25;0.13;0.42;0.08;0.25;4.5;1.23;1.12;0.11;0.05;0.06;22.18;0.89;0.25;3.3;0.13;–;1.39;1.39;6.34;1.77;4.56;1.39;1.14;0.38;1.14
Никита Калугин;Нефтехимик Нижнекамск;198;90;З ПЦ;–;0.07;0.14;–;0 %;0.07;0.91;0.28;0.21;0.7;0.07;–;–;0.14;0.07;0.03;33.85;79 %;0.14;100 %;0.21;33 %;8.16;62 %;3.3;40 %;0.14;50 %;4.57;45 %;0.7;50 %;3.1;0.91;0.07;7.18;0.84;0.7;16.33;69 %;14.21;68 %;2.11;73 %;8.3;73 %;0.21;67 %;–;–;1.83;58 %;7.95;5.14;14;0.99;0.07;–;64.25;52;81 %;50 %;0.07;–;–;0.07;0.18;–;0;1.35;1.26;0.08;0.15;0.14;26.88;0.14;0.07;5.7;1.2;0.07;2.4;0.35;11.26;9.71;1.55;6.5;0.14;–;1.6
Илья Кубышкин;Волга Ульяновск;198;90;ЗП ПЦ;0.15;–;0.46;0.15;33 %;0.31;1.84;1.38;–;–;0.61;–;0.15;1.38;0.31;0.08;46.08;78 %;0.46;33 %;0.61;25 %;8.91;69 %;4.76;65 %;0.92;83 %;6.3;68 %;4.91;50 %;6.91;1.38;0.92;6.6;2;0.92;17.82;55 %;11.52;57 %;6.3;51 %;4.91;66 %;1.84;25 %;0.61;50 %;4.15;59 %;5.7;8.29;9;1.23;1.23;0.15;80.48;60.36;75 %;22 %;0.92;0.15;–;0.16;0.06;0.54;1.85;0.67;1.16;-0.49;0.01;0.02;35.94;0.15;0.15;6.14;3.7;0.77;4.3;2.46;9.83;6.6;3.23;3.23;0.46;0.31;2.46
