№;Игрок;Позиция;Команда;МИН;Г;ГП;КП;КП+;КП%;УД;УД+;УД%;xG;Ф;ФП;ОФ;ЖК;КК;ТТД;ТТД+;ТТД%;ТШ;ГМ;ГМ+;ГМ%;ПОТ;ПТС;ВОЗ;ВЗС;НОМ;ПАС;ПАС+;ПАС%;ПСВ;ПСВ+;ПСВ%;ПCН;ПCН+;ПCН%;ДПС;ДПС+;ДПС%;КСП;КСП+;КСП%;ПФТ;ПФТ+;ПФТ%;ПСШ;ПСШ+;ПСШ%;НАВ;НАВ+;НАВ%;ППУ;ППУ+;ППУ%;ППС;ППШ;ЕД;ЕД+;ЕД%;ЕДВ;ЕДВ+;ЕДВ%;ЕДО;ЕДО+;ЕДО%;ЕДА;ЕДА+;ЕДА%;ОБВ;ОБВ+;ОБВ%;ОТБ;ОТБ+;ОТБ%;ПХ;ШТУ;ПШУ;ПШУ+;ПШУ%;УГЛ;АУТ;АУТ+;АУТ%
28;Григорий Жилкин;ЛЗ;Краснодар;820;0;0;0.1;0.1;100 %;0.9;0.1;13 %;0.05;0.3;0.8;0.1;0.3;0;71.3;53.1;74 %;1.5;0;0;0 %;11.6;6.6;17.2;4.5;0.2;41.7;32;77 %;23.6;15.7;67 %;6.7;6.6;98 %;1.8;0.8;44 %;40;31.3;78 %;8.6;6.8;79 %;2.3;1.3;57 %;1.6;0.5;33 %;0.5;0.5;100 %;24.8;0.3;16.2;8.8;54 %;4;2.1;53 %;9.1;6.1;67 %;7.1;2.6;37 %;3.1;1.3;43 %;2.6;1.6;63 %;5.3;0.2;0;0;0 %;0.2;10.3;9.2;89 %
17;Гурам Аджоев;ЦФД;Арсенал Тула;36;0;0;0;0;0 %;0;0;0 %;0.00;0;0;0;0;0;35;15;43 %;20;0;0;0 %;10;0;10;10;5;5;5;100 %;5;5;100 %;0;0;0 %;0;0;0 %;5;5;100 %;0;0;0 %;0;0;0 %;0;0;0 %;0;0;0 %;20;5;20;5;25 %;15;5;33 %;0;0;0 %;20;5;25 %;5;0;0 %;0;0;0 %;0;0;0;0;0 %;0;0;0;0 %
17;Давид Дзахов;ПЦП;Алания;273;0;0.3;0;0;0 %;0;0;0 %;0.00;2.6;0.3;0;0.3;0;54.7;42.2;77 %;0.3;0;0;0 %;5.9;3;18.5;8.9;0;25.4;20.1;79 %;14.2;9.9;70 %;3.6;3.3;91 %;0.7;0.3;50 %;24.7;19.8;80 %;6.9;5.9;86 %;1.6;0.3;20 %;0;0;0 %;0.7;0.7;100 %;17.1;0.3;15.8;9.2;58 %;3.6;3;82 %;7.9;4.9;63 %;7.9;4.3;54 %;2;1.3;67 %;4.9;1.6;33 %;5.9;0.3;0;0;0 %;0;0;0;0 %
38;Давид Кокоев;ПЦП;Краснодар 2;431;0.6;0.2;0.6;0.6;100 %;1.9;1;56 %;0.23;0.8;3.8;0.2;0.2;0;79.4;57.8;73 %;3.8;1.3;0.6;50 %;12.7;2.7;14;8.1;0.4;50.1;39.7;79 %;22.6;15.5;69 %;8.6;8.6;100 %;2.3;1.5;64 %;47.8;38.2;80 %;16.1;11.7;73 %;7.5;2.9;39 %;0.6;0;0 %;1.5;1.5;100 %;45.3;1.7;17.5;7.5;43 %;2.3;0.6;27 %;7.7;3.1;41 %;9.8;4.4;45 %;4.4;2.5;57 %;2.7;1;38 %;3.3;3.8;0.4;0.2;50 %;2.7;0.8;0.8;100 %
61;Давид Ндука;ЦОП;Краснодар;917;0;0;0;0;0 %;0.3;0.1;33 %;0.03;2;1;0;0.5;0;72;55.6;77 %;0.4;0.2;0;0 %;6.9;4.5;23.8;7.2;0.2;34.5;28.3;82 %;15;9.4;63 %;6.3;6.2;98 %;1.8;0.5;28 %;32.8;27.8;85 %;6.2;5;81 %;0.3;0.1;33 %;0;0;0 %;0.1;0.1;100 %;22.8;0.2;21.7;12.1;56 %;7.9;4.3;55 %;15.2;8.8;58 %;6.5;3.2;50 %;1.1;0.7;64 %;4.5;2.9;65 %;7;1.2;0;0;0 %;0;0;0;0 %
23;Давид Сангаре;ВРТ;Родина Москва;476;0;0;0;0;0 %;0;0;0 %;0.00;0.2;0.8;0;0.2;0;46.1;39.9;86 %;0;0;0;0 %;5.3;5.3;9.8;0;0;35.4;30.1;85 %;31;25.7;83 %;0;0;0 %;18.5;14.2;77 %;16.8;15.9;94 %;0;0;0 %;0;0;0 %;0;0;0 %;0;0;0 %;16.1;0.2;1.7;1.3;78 %;1.1;1.1;100 %;1.7;1.3;78 %;0;0;0 %;0;0;0 %;0.2;0;0 %;7;2.8;0;0;0 %;0;0;0;0 %
15;Давид Хубаев;ЛП;Нефтехимик;300;0;0;1.2;1.2;100 %;1.2;0;0 %;0.04;1.5;1.2;0;0.3;0;64.2;45;70 %;3.6;0;0;0 %;12.3;6.3;16.2;7.5;1.2;36.6;26.1;71 %;22.2;13.8;62 %;5.4;4.8;89 %;4.2;2.7;64 %;32.4;23.4;72 %;11.1;9.3;84 %;3.6;2.4;67 %;0.6;0;0 %;0.9;0.9;100 %;30.6;0.3;14.1;7.8;55 %;3.3;1.8;55 %;7.2;3.3;46 %;6.9;4.5;65 %;1.5;0.9;60 %;3.3;2.1;64 %;5.1;0.6;0;0;0 %;0.3;0.3;0.3;100 %
3;Давид Шавлохов;ЛЦЗ;Алания;226;0;0;0;0;0 %;0.4;0;0 %;0.08;1.6;0;0;0;0;81.6;63.3;78 %;2;0;0;0 %;14.3;8.8;22.3;4.4;0;53;38.6;73 %;35;21.9;63 %;6.8;6.8;100 %;3.6;1.2;33 %;49.4;37.4;76 %;3.2;1.6;50 %;2.4;1.2;50 %;0.8;0;0 %;0;0;0 %;27.9;0.4;15.1;12.3;82 %;6.8;6.4;94 %;11.5;9.2;79 %;3.6;3.2;89 %;0.4;0.4;100 %;2.4;1.2;50 %;4.4;0.8;0;0;0 %;0;8;6;75 %
97;Дамир Таликин;ЦОП;КамАЗ;784;0;0;0.3;0.3;100 %;1.1;0.2;20 %;0.03;0.7;1.8;0;0.1;0;60.2;48.1;80 %;1;0.2;0;0 %;7;3.8;14.9;5.6;0.3;36.8;30.7;83 %;16.9;12.1;71 %;6.2;6.1;98 %;2.3;1.3;55 %;34.6;29.4;85 %;8.3;7.2;88 %;2;1.4;71 %;0.5;0;0 %;0.7;0.7;100 %;30.1;0.6;10.3;5.7;56 %;2.9;1.6;56 %;5.7;3.3;58 %;4.6;2.4;53 %;1.3;0.8;64 %;2.2;1.3;58 %;4.5;1.3;0.2;0;0 %;0.6;0.3;0.3;100 %
25;Даниил Баринов;ВРТ;Родина Москва;479;0;0;0;0;0 %;0;0;0 %;0.00;0;0.4;0;0.2;0;36.5;32.9;90 %;0;0;0;0 %;3.6;3.6;10.7;0;0;25.4;21.8;86 %;22;18.4;84 %;0;0;0 %;8.5;5.6;67 %;16.9;16.2;96 %;0;0;0 %;0;0;0 %;0;0;0 %;0;0;0 %;9.2;0;0.9;0.9;100 %;0.4;0.4;100 %;0.9;0.9;100 %;0;0;0 %;0.2;0.2;100 %;0.2;0.2;100 %;9.8;1.5;0;0;0 %;0;0;0;0 %
34;Даниил Голиков;ВРТ;Краснодар 2;95;0;0;0;0;0 %;0;0;0 %;0.00;0;0.9;0;0;0;38.8;31.3;80 %;0;0;0;0 %;7.6;7.6;4.7;0;0;34.1;26.5;78 %;31.3;23.7;76 %;0;0;0 %;16.1;9.5;59 %;18;17.1;95 %;0;0;0 %;0;0;0 %;0;0;0 %;0;0;0 %;19.9;0;0.9;0.9;100 %;0.9;0.9;100 %;0.9;0.9;100 %;0;0;0 %;0;0;0 %;0;0;0 %;0.9;2.8;0;0;0 %;0;0;0;0 %
18;Даниил Ерофеев;ЛП;Уфа;19;0;0;0;0;0 %;0;0;0 %;0.00;0;0;0;0;0;23.7;9.5;40 %;4.7;0;0;0 %;4.7;0;4.7;0;0;9.5;4.7;50 %;4.7;0;0 %;0;0;0 %;0;0;0 %;9.5;4.7;50 %;4.7;0;0 %;0;0;0 %;0;0;0 %;0;0;0 %;9.5;4.7;9.5;0;0 %;9.5;0;0 %;0;0;0 %;9.5;0;0 %;0;0;0 %;0;0;0 %;0;0;0;0;0 %;0;0;0;0 %
9;Даниил Камлашев;ЛВ;Волга Ульяновск;278;0;0;0;0;0 %;0.6;0;0 %;0.09;1;1;0.3;0.3;0;59.6;38.5;65 %;5.8;0;0;0 %;9.4;1.3;12;7.1;2.6;30.1;24.6;82 %;10.7;7.4;70 %;8.7;8.4;96 %;0.6;0;0 %;29.5;24.6;84 %;9.7;7.4;77 %;0.3;0.3;100 %;1;0;0 %;0.3;0.3;100 %;32.4;3.2;18.8;6.2;33 %;7.8;4.2;54 %;6.5;2.3;35 %;12.3;3.9;32 %;1.6;0.3;20 %;2.9;0.6;22 %;2.3;0;0;0;0 %;0;0.3;0.3;100 %
10;Даниил Мартовой;ЛВ;Родина Москва;122;0.7;0;0;0;0 %;2.2;0.7;33 %;0.58;4.4;0.7;0;0.7;0;42;22.9;54 %;3.7;1.5;0.7;50 %;8.1;1.5;3.7;2.2;2.2;11.1;10.3;93 %;3.7;3.7;100 %;4.4;4.4;100 %;0;0;0 %;11.1;10.3;93 %;3.7;3;80 %;2.2;2.2;100 %;0;0;0 %;0;0;0 %;23.6;1.5;20.7;5.2;25 %;1.5;0;0 %;8.1;1.5;18 %;12.5;3.7;29 %;8.1;3;36 %;3;0.7;25 %;0;0;0;0;0 %;0;0;0;0 %
95;Даниил Петрунин;ЛЗ;Шинник;65;0;0;0;0;0 %;0;0;0 %;0.00;1.4;0;0;0;0;87.2;58.2;67 %;0;0;0;0 %;23.5;13.8;18;1.4;0;54;31.8;59 %;36;16.6;46 %;2.8;2.8;100 %;4.2;0;0 %;49.8;31.8;64 %;5.5;4.2;75 %;5.5;1.4;25 %;2.8;0;0 %;0;0;0 %;23.5;0;22.2;15.2;69 %;5.5;2.8;50 %;19.4;15.2;79 %;2.8;0;0 %;1.4;0;0 %;8.3;6.9;83 %;8.3;1.4;0;0;0 %;0;22.2;20.8;94 %
6;Даниил Родин;ЛОП;Кубань Краснодар;831;0.1;0;0.5;0.5;100 %;1;0.1;11 %;0.03;1.3;0.8;0.1;0.3;0;57.3;41.5;72 %;1.1;0.2;0.1;50 %;7.5;4.7;16;5.1;0.3;30.1;23.5;78 %;14.3;8.2;58 %;5;4.9;98 %;1.7;0.6;38 %;28.4;22.9;81 %;7;6.1;86 %;0.9;0.3;38 %;0.1;0;0 %;0;0;0 %;22.1;0.3;13.9;5.8;42 %;2.7;1.5;56 %;7.8;3.8;49 %;6.1;2.1;34 %;1;0.4;44 %;4.2;1.8;44 %;5.4;0.1;0;0;0 %;0;0;0;0 %
10;Даниил Шамкин;ПЦП;КамАЗ;718;0;0.1;0.3;0.3;100 %;1.3;0.3;20 %;0.16;2.9;1.8;0;0.5;0;56.9;34.8;61 %;4;0.6;0;0 %;9.8;5;12.4;4;1.4;26.6;18.9;71 %;13.3;7.1;54 %;4.4;3.9;89 %;1.6;0.9;54 %;24.9;18.1;72 %;6.1;4.1;67 %;1.1;0.4;33 %;0;0;0 %;0.8;0.8;100 %;31.7;1.5;19.8;7.5;38 %;4.8;1;21 %;10.2;4.8;47 %;9.7;2.8;29 %;2.5;1.8;70 %;3.8;1.8;47 %;3.4;0;0;0;0 %;0;0;0;0 %
42;Даниил Ярусов;ВРТ;Енисей;96;0;0;0;0;0 %;0;0;0 %;0.00;0;0;0;0;0;31.9;30;94 %;0;0;0;0 %;1.9;1.9;7.5;0;0;24.4;22.5;92 %;23.4;21.6;92 %;0;0;0 %;3.8;3.8;100 %;20.6;18.8;91 %;0;0;0 %;0;0;0 %;0;0;0 %;0;0;0 %;15;0;0;0;0 %;0;0;0 %;0;0;0 %;0;0;0 %;0;0;0 %;0;0;0 %;0.9;0.9;0;0;0 %;0;0;0;0 %
17;Данил Ахатов;ПВ;Уфа;100;0.9;0;0;0;0 %;0.9;0.9;100 %;0.34;0.9;0;0;0;0;48.6;33.3;69 %;2.7;0.9;0.9;100 %;8.1;0;9;8.1;0.9;22.5;18;80 %;9.9;7.2;73 %;8.1;7.2;89 %;0;0;0 %;22.5;18;80 %;15.3;11.7;76 %;1.8;0.9;50 %;0.9;0;0 %;0;0;0 %;22.5;0.9;15.3;5.4;35 %;0;0;0 %;1.8;0.9;50 %;13.5;4.5;33 %;5.4;2.7;50 %;2.7;1.8;67 %;1.8;0;0;0;0 %;0;0.9;0.9;100 %
21;Данил Карпов;ПВ;Краснодар 2;717;0.4;0.1;0.9;0.9;100 %;1;0.4;38 %;0.10;1;0.6;0;0.3;0;56.4;36.4;65 %;3.1;0.6;0.4;60 %;10;3.3;12.1;5.1;1;29.9;21.5;72 %;15.3;9.7;63 %;5.1;4.6;90 %;0.5;0.1;25 %;29.4;21.3;73 %;11.2;8.3;74 %;2.8;1.6;59 %;0.6;0.1;20 %;1.6;1.4;85 %;29.7;1.3;15.6;5.6;36 %;3.1;1.3;40 %;6.8;2.6;39 %;8.8;3;34 %;1.4;0.8;55 %;2.9;1.3;43 %;4.8;0.1;0;0;0 %;0.1;0.9;0.9;100 %
4;Данил Кленкин;ЛЦП;Балтика;317;0.3;0.3;0.9;0.9;100 %;1.1;0.6;50 %;0.12;0.9;2.3;0;0;0;58.5;40.9;70 %;2.6;0.3;0.3;100 %;9.9;2.3;13.9;7.7;0;33.2;24.1;73 %;15.3;9.9;65 %;6.2;5.7;91 %;4;2.6;64 %;29.2;21.6;74 %;11.9;8.2;69 %;8.2;5.7;69 %;1.1;0.6;50 %;2.3;2.3;100 %;24.4;0.9;12.5;4.3;34 %;2.8;0.3;10 %;6.2;2.3;36 %;6.2;2;32 %;2.3;1.4;63 %;1.7;0.9;50 %;4.8;2.3;0;0;0 %;3.4;0.3;0;0 %
78;Данил Липовой;ПАП;Волгарь Астрахань;1181;0.2;0.2;0.2;0.2;100 %;1.4;0.6;44 %;0.20;1.1;2.5;0.2;0.1;0;53.6;36.1;67 %;3.2;1;0.2;23 %;8.2;3;10.7;4.4;1.3;26.7;21.5;80 %;10.1;6.9;68 %;8.1;7.7;95 %;0.3;0.1;25 %;26.4;21.4;81 %;8.4;6.8;81 %;1.6;1;62 %;0.5;0;0 %;0.7;0.6;89 %;32;2.2;16.8;6.2;37 %;3.7;0.9;25 %;6.8;3;44 %;10;3.3;33 %;3.3;1.6;49 %;2.3;1;43 %;2.1;0;0;0;0 %;0.4;0.5;0.2;50 %
97;Данил Полубояринов;ЛЗ;Акрон;856;0;0;0.1;0.1;100 %;0.5;0;0 %;0.01;0.4;2.1;0.1;0.2;0;77;60.5;79 %;0.5;0.1;0;0 %;11.9;5.5;15.2;5.2;0.5;49.9;39.8;80 %;24.4;15.4;63 %;9.7;9.6;99 %;2.9;1.1;36 %;47;38.8;83 %;11.9;8.3;70 %;2.9;0.9;32 %;1.2;0.1;9 %;0.4;0.4;100 %;35.6;0.6;12.4;7.3;58 %;3;1.7;55 %;7.9;5;64 %;4.5;2.2;49 %;3.5;2.2;64 %;2.1;1.7;80 %;4.6;0.4;0;0;0 %;0.1;6.5;6.2;95 %
99;Данил Полях;ПВ;Краснодар 2;102;0.9;0;0;0;0 %;0.9;0.9;100 %;0.17;1.8;0.9;0;0.9;0;50.3;27.4;54 %;8.8;0.9;0.9;100 %;11.5;2.6;10.6;5.3;0.9;16.8;12.4;74 %;6.2;3.5;57 %;3.5;3.5;100 %;0;0;0 %;16.8;12.4;74 %;3.5;3.5;100 %;0.9;0;0 %;0;0;0 %;0;0;0 %;24.7;1.8;22.9;6.2;27 %;6.2;1.8;29 %;9.7;1.8;18 %;13.2;4.4;33 %;8.8;2.6;30 %;0.9;0;0 %;1.8;0.9;0;0;0 %;0;0;0;0 %
25;Данил Степанов;ЛЗ;Арсенал Тула;593;0;0;0;0;0 %;0.6;0;0 %;0.02;0.9;1.7;0;0.2;0.2;76.3;56.2;74 %;1.2;0;0;0 %;12;4.4;10;3.5;1.2;48.6;40.4;83 %;25.5;19.7;77 %;9.7;9.6;98 %;1.4;0.8;56 %;47.2;39.6;84 %;12.1;10.3;85 %;3.8;1.8;48 %;2;0;0 %;0.5;0.5;100 %;40.7;0.8;17.2;7.4;43 %;3.5;1.1;30 %;9.4;4.9;52 %;7.7;2.6;33 %;4.4;1.8;41 %;4.4;2.7;62 %;3.3;0.2;0;0;0 %;0;7.4;7;94 %
75;Данил Хромов;ЛВ;Арсенал Тула;100;0;0;0;0;0 %;0;0;0 %;0.00;2.7;0.9;0;0.9;0;51.3;34.2;67 %;0;0;0;0 %;7.2;4.5;9.9;6.3;0;26.1;20.7;79 %;6.3;4.5;71 %;8.1;6.3;78 %;0;0;0 %;26.1;20.7;79 %;2.7;2.7;100 %;0;0;0 %;0;0;0 %;0;0;0 %;22.5;0;18.9;8.1;43 %;6.3;1.8;29 %;10.8;4.5;42 %;8.1;3.6;44 %;2.7;0.9;33 %;8.1;3.6;44 %;4.5;0;0;0;0 %;0;0;0;0 %
2;Данила Ведерников;ЛФЗ;Волгарь Астрахань;766;0;0.1;0.2;0.2;100 %;0.9;0.1;13 %;0.13;1.1;0.4;0;0.1;0;47.7;33.4;70 %;1.1;0.2;0;0 %;8.8;3.2;14;4.5;0.6;24.9;17.4;70 %;16.3;10;61 %;2.9;2.9;100 %;1.4;0.6;42 %;23.5;16.8;72 %;7;5.8;82 %;3.5;2;57 %;2;0.2;12 %;0.6;0.6;100 %;19.9;0.8;11.7;6.2;53 %;2.7;1.8;65 %;7.4;4.3;59 %;4.3;1.9;43 %;1.3;0.6;45 %;2.5;1.4;57 %;4.6;0.4;0;0;0 %;0;0.1;0.1;100 %
42;Данила Гайворонский;ЛЦЗ;Краснодар 2;399;0;0;0;0;0 %;0.7;0.5;67 %;0.07;1.6;0.5;0.2;0.5;0;64.5;50.3;78 %;2.5;0.2;0;0 %;7;5.9;21.7;2.3;0.2;34.1;27.5;81 %;20.5;14.4;70 %;1.6;1.6;100 %;3.2;1.4;43 %;30.9;26.2;85 %;2.7;2.5;92 %;0;0;0 %;0;0;0 %;0;0;0 %;23.7;1.4;15.3;8.6;56 %;9.5;6.1;64 %;11.7;7;60 %;3.6;1.6;44 %;0.5;0.2;50 %;1.4;0.5;33 %;9.7;1.6;0;0;0 %;0;0;0;0 %
8;Данила Емельянов;ЦОП;Уфа;977;0;0.2;0.1;0.1;100 %;1;0;0 %;0.02;0.8;0.4;0;0.1;0.2;67.1;53.2;79 %;0.6;0;0;0 %;8.9;3.4;16.7;6;0.3;41.3;33.3;81 %;22.3;17;76 %;4.1;4.1;100 %;2.9;1.8;65 %;38.4;31.5;82 %;12.3;8.8;71 %;6.3;3.5;56 %;1;0.3;27 %;0.8;0.8;100 %;25.8;0.1;10.5;5.3;51 %;2.3;0.8;36 %;6;3.5;58 %;4.5;1.8;41 %;1.9;1.2;62 %;2.8;1.4;50 %;7.1;2.6;0;0;0 %;3.3;0.4;0.4;100 %
69;Данила Козлов;ПЦЗ;Волгарь Астрахань;1086;0.2;0;0.1;0.1;100 %;0.5;0.2;50 %;0.13;1.2;0.9;0.2;0.2;0;60.8;47.2;78 %;2.7;0.3;0.2;75 %;6;4.1;15.7;1.5;0;33.9;28;83 %;22;16.9;77 %;3.2;3.2;100 %;2.1;1;48 %;31.8;27;85 %;7.7;6.9;89 %;0.6;0.2;29 %;0.2;0;0 %;0.3;0.2;50 %;25.3;2;15.3;8.8;57 %;5.3;2.7;50 %;12.3;7.8;64 %;3.1;1;32 %;0.5;0.3;67 %;5.1;2.7;52 %;3.9;0.5;0;0;0 %;0;0.3;0.2;75 %
66;Данила Польшиков;ЛВ;Енисей;37;0;0;0;0;0 %;4.9;0;0 %;0.49;0;4.9;0;0;0;58.4;38.9;67 %;12.2;2.4;0;0 %;12.2;4.9;14.6;2.4;0;29.2;21.9;75 %;9.7;7.3;75 %;2.4;2.4;100 %;0;0;0 %;29.2;21.9;75 %;19.5;14.6;75 %;2.4;2.4;100 %;2.4;0;0 %;4.9;4.9;100 %;31.6;0;17;7.3;43 %;2.4;0;0 %;9.7;7.3;75 %;7.3;0;0 %;4.9;0;0 %;2.4;2.4;100 %;2.4;0;0;0;0 %;2.4;0;0;0 %
3;Данила Сагуткин;ПЦЗ;Акрон;706;0.1;0;0;0;0 %;0.1;0.1;100 %;0.01;1.1;1.4;0;0.4;0;83.6;71.1;85 %;0.4;0.1;0.1;100 %;7.8;6.4;22.8;3.6;0;52.6;44.9;85 %;32;24.5;76 %;4.5;4.5;100 %;4.3;2.8;65 %;48.3;42.1;87 %;4.3;3.8;88 %;0.3;0;0 %;0;0;0 %;0;0;0 %;36.3;0.4;14.4;10.2;71 %;7;5.9;84 %;10.5;7.5;72 %;4;2.7;68 %;0.8;0.8;100 %;2;0.6;31 %;7.3;1.1;0;0;0 %;0;0;0;0 %
20;Данила Смирнов;ПОП;Волгарь Астрахань;744;0.2;0;0.1;0.1;100 %;0.6;0.4;60 %;0.05;3.1;2.1;0;0.5;0;66.9;52.6;79 %;1.3;0.2;0.2;100 %;6.7;3.9;15.8;5.6;0.7;38.3;32.9;86 %;21.2;16.3;77 %;4.6;4.5;97 %;1.7;1;57 %;36.7;31.9;87 %;9.3;8.3;90 %;1.6;1.2;77 %;0.2;0.1;50 %;0.5;0.5;100 %;30.8;0.5;16.1;8.3;52 %;2.5;1.5;57 %;10.6;5.8;55 %;5.4;2.5;47 %;1.1;0.6;56 %;6.5;2.9;44 %;4.7;0.2;0;0;0 %;0;0;0;0 %
85;Данила Янов;ПВ;СКА Хабаровск;126;0;0;0;0;0 %;1.4;0.7;50 %;0.03;2.9;0;0;0;0;67.9;45.7;67 %;2.9;0.7;0;0 %;11.4;0.7;10.7;5;1.4;38.6;30.7;80 %;14.3;8.6;60 %;12.9;12.1;94 %;1.4;1.4;100 %;37.1;29.3;79 %;17.1;12.1;71 %;5;2.1;43 %;3.6;2.1;60 %;0.7;0;0 %;42.1;1.4;19.3;6.4;33 %;3.6;1.4;40 %;5;2.1;43 %;14.3;4.3;30 %;4.3;2.1;50 %;2.9;1.4;50 %;2.9;0;0;0;0 %;0;1.4;1.4;100 %
75;Денис Вамбольт;ВРТ;Шинник;857;0;0;0;0;0 %;0;0;0 %;0.00;0;0;0;0.2;0;30.8;26.6;86 %;0;0;0;0 %;3.6;3.6;7.1;0;0.2;22.8;19.4;85 %;22.1;18.7;85 %;0;0;0 %;14;11.3;81 %;8.8;8.1;92 %;0;0;0 %;0;0;0 %;0;0;0 %;0;0;0 %;5.3;0;0.5;0.3;60 %;0.3;0.1;33 %;0.4;0.3;75 %;0.1;0;0 %;0;0;0 %;0.1;0.1;100 %;4.2;2;0;0;0 %;0;0;0;0 %
5;Денис Кутин;ПЦЗ;Волга Ульяновск;841;0;0;0.1;0.1;100 %;0.1;0;0 %;0.00;1.1;0.7;0;0.4;0;71.4;57.6;81 %;0.6;0;0;0 %;7.6;4.8;18.9;3.9;0.5;42.1;35.2;84 %;25.5;19.3;76 %;6.4;6.3;98 %;3.4;1.9;56 %;38.6;33.3;86 %;7.4;5.9;80 %;1.4;0.7;54 %;0.9;0.2;25 %;0.1;0.1;100 %;27;0.2;13.8;8;58 %;7.3;4.3;59 %;10.6;6.3;60 %;3.2;1.7;53 %;0.6;0.4;67 %;2.6;1.7;67 %;6.6;0.6;0;0;0 %;0;4.5;4.5;100 %
22;Денис Левицкий;ЛЦЗ;СКА Хабаровск;320;0;0;0;0;0 %;0;0;0 %;0.00;1.4;0.8;0;0.3;0;83.5;64.7;77 %;1.1;0;0;0 %;11.8;5.3;15.5;3.9;2;54.6;45.6;84 %;29.8;21.7;73 %;8.4;8.4;100 %;1.1;0.8;75 %;53.4;44.7;84 %;11.8;9.3;79 %;1.7;0.6;33 %;1.4;0;0 %;0.3;0.3;100 %;41.6;0;15.5;8.7;56 %;5.6;3.7;65 %;9.6;7;74 %;5.9;1.7;29 %;1.4;0.6;40 %;4.2;2.5;60 %;5.3;0.3;0;0;0 %;0;3.7;3.7;100 %
8;Денис Рахманов;ПВ;Волга Ульяновск;566;0;0.2;0.2;0.2;100 %;1.7;1;55 %;0.07;1.6;1;0;0;0;53.7;36.7;68 %;1.6;0;0;0 %;8.6;2.4;8.1;3.7;1.6;24.6;20.5;83 %;10.5;7.5;71 %;6.2;6.2;100 %;0.6;0.2;25 %;24;20.4;85 %;9.1;7.5;82 %;1.9;0.8;42 %;0.3;0;0 %;1;1;100 %;28;0.6;16.5;5.7;35 %;2.7;0.3;12 %;6.5;3.2;49 %;10;2.5;25 %;4.8;1.9;40 %;4;2.5;64 %;2.1;0.2;0;0;0 %;0;0.3;0.3;100 %
77;Денис Самойлов;ПОП;Енисей;428;0;0;0;0;0 %;0;0;0 %;0.00;12.9;0;0;12.9;0;64.3;25.7;40 %;12.9;0;0;0 %;25.7;0;12.9;12.9;12.9;25.7;12.9;50 %;12.9;12.9;100 %;0;0;0 %;0;0;0 %;25.7;12.9;50 %;12.9;0;0 %;0;0;0 %;0;0;0 %;0;0;0 %;12.9;0;12.9;0;0 %;0;0;0 %;0;0;0 %;12.9;0;0 %;0;0;0 %;0;0;0 %;12.9;0;0;0;0 %;0;0;0;0 %
77;Денис Самойлов;ЦОП;Енисей;7;0.2;0;0;0;0 %;0.6;0.2;33 %;0.03;1.7;0.8;0;0.2;0.4;91.9;77.2;84 %;0.6;0.2;0.2;100 %;8.2;4.2;19.8;8;0.4;59.5;52.4;88 %;29;22.5;78 %;10.1;10.1;100 %;1.3;1.1;83 %;58.2;51.3;88 %;17.2;15.4;89 %;1.1;0.4;40 %;0;0;0 %;0.4;0.4;100 %;47.9;0.2;16.8;10.9;65 %;3.8;3.2;83 %;8.8;6.5;74 %;8;4.4;55 %;0.8;0.2;25 %;5.9;4.2;71 %;5;0.2;0;0;0 %;0;0.6;0.6;100 %
8;Денис Талалай;ПОП;Волгарь Астрахань;408;0;0;0.2;0.2;100 %;0.9;0;0 %;0.06;1.1;2.2;0;0;0;92.4;73.9;80 %;0.9;0.2;0;0 %;11.2;7.5;24;6.2;1.1;56;46.5;83 %;33.5;25.8;77 %;5.3;5.1;96 %;3.1;2.2;71 %;52.9;44.3;84 %;13;10.1;78 %;2.2;0.9;40 %;0.2;0;0 %;0.2;0.2;100 %;45;0.4;17.2;10.4;60 %;5.3;4;75 %;11.7;7.5;64 %;5.5;2.9;52 %;2;1.3;67 %;3.1;1.8;57 %;5.3;0.7;0;0;0 %;0;0.2;0.2;100 %
25;Денис Ткачук;ЛФЗ;Волгарь Астрахань;813;0.1;0.2;0.7;0.7;100 %;1.4;0.7;46 %;0.08;1.2;1.8;0.3;0.1;0;60.8;40.2;66 %;2.3;0.7;0.1;17 %;12.8;4.3;12.7;4.9;0.8;33.3;22.4;67 %;16.9;9.5;56 %;4.3;3.7;85 %;2.1;1.2;58 %;31.2;21.1;68 %;10.5;6.3;60 %;7.7;4.1;53 %;1.2;0;0 %;1.2;1.2;100 %;26.6;0.6;16.5;8;48 %;3.5;2;56 %;8.7;5.1;58 %;7.7;2.9;37 %;2.7;1.5;58 %;3.8;1.5;41 %;3.1;4;0.3;0.2;67 %;2.8;0.8;0.7;86 %
17;Денис Фомин;ПЦЗ;СКА Хабаровск;1166;0;0;0.1;0.1;100 %;0.2;0;0 %;0.03;0.7;0.3;0;0.2;0.1;88.4;70.6;80 %;2.2;0.1;0;0 %;12.3;8.6;18.8;5.2;0.3;61.2;49.2;80 %;36.7;25.6;70 %;5.6;5.6;100 %;5.7;2.8;49 %;55.5;46.5;84 %;12.3;10;82 %;2;1.1;54 %;0.5;0;0 %;0.2;0.1;33 %;42.3;1.4;13.7;9.1;66 %;6.6;4.2;63 %;9.7;6.6;68 %;4;2.5;62 %;0.5;0.5;86 %;3;1.9;62 %;5.5;0.8;0;0;0 %;0;5.2;4.9;94 %
